material_id,chem_formula,R$_0$,B,Pb_chemenv,num_Pb_chemenvs,Pb_wyckoff,num_Pb_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Pb_sites,num_CN_env,num_charge_states,PbX_coordn,PbO_coordn,mean_coordn_Pb-X,min_coordn_Pb-X,max_coordn_Pb-X,mean_coordn_Pb-O,min_coordn_Pb-O,max_coordn_Pb-O,mean_Pb_charge,min_Pb_charge,max_Pb_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_PbO_BondL
mp-21322,V2Pb3O8,2.0522948542538386,0.5215040482951397,"Bicapped square prism (adjacent faces), Icosahedron",2,"1a, 2c",2,"[8.11184172219062, 2.177280884560532]",0.5,5.144561303375577,A2B3C8,2,2,1,"[10.0, 6.0]","[10.0, 6.0]",8.0,6.0,10.0,8.0,6.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,O-Pb-V,0.032727166538448,-2.034158546153846,3.052899999999999,3,Trigonal,-3m,R-3m,oxide,,,V,,Pb,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.7855610947032186
mp-21452,Pb3O4,2.521980306165897,-0.2535788599020656,"Octahedron, See-saw",2,"4h, 4f, 4g",3,"[3.494607219483547, 4.259720060458995, 1.235014391589792]",0.0,2.996447223844111,A3B4,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.67,2.67,2.67,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,O-Pb,0.000173462500001,-1.175206502142856,1.1604,2,Orthorhombic,mmm,Pbam,oxide,,,,,Pb,,"O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,2.310145694842316
mp-21461,Rb2PbO3,1.9616489598486109,0.9459742884163752,Square pyramid,1,4c,1,[2.603737854369339],0.0,2.603737854369339,AB2C3,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,O-Pb-Rb,0.0,-1.5558054725,1.2741,3,Orthorhombic,mmm,Pnma,oxide,Rb,,,,Pb,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.1647240166314274
mp-21489,Rb2PbO3,1.964796154888412,0.9049014748726434,Square pyramid,1,2a,1,[2.636379410090854],0.0,2.636379410090854,AB2C3,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,O-Pb-Rb,0.000977296666668,-1.554828175833331,1.2033,3,Orthorhombic,mm2,Cmc2_1,oxide,Rb,,,,Pb,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.1630139233807126
mp-21497,Pb2SO5,1.97123116396404,0.5003312234979765,"Square-face capped square prism, Square-face capped trigonal prism",2,2i,1,"[7.409005704184245, 7.148097607896345]",1.0,7.278551656040294,AB2C5,2,2,1,"[7.0, 9.0]","[7.0, 9.0]",8.0,7.0,9.0,8.0,7.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,O-Pb-S,0.0,-1.834749559687503,3.1338,3,Monoclinic,2/m,C2/m,oxide,,,,,Pb,,"O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.7554204290537534
mp-21521,Cs2PbO3,1.8184759771905952,1.5581348295722233,Square pyramid,1,2a,1,[2.591809940206856],0.0,2.591809940206856,AB2C3,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,Cs-O-Pb,0.000271671666666,-1.536663919885058,1.3911,3,Orthorhombic,mm2,Cmc2_1,oxide,Cs,,,,Pb,,"C, O, P",,,,,B > 1,Positive B,2.166240288944974
mp-21533,CuP2PbO7,1.7734553831904378,0.6917942361228941,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[3.927053663996055],0.0,3.927053663996055,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-O-P-Pb,0.0,-2.2432138512987,0.8003,4,Monoclinic,2/m,P2_1/c,oxide,,,Cu,,Pb,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.7029470852303263
mp-21554,P3Pb5O12F,2.4498440129716457,0.2153894476619526,"Pentagonal bipyramid, Tricapped triangular prism (three square-face caps)",2,"6h, 4f",2,"[2.977387380012682, 2.14923253955418]",0.0,2.563309959783431,AB3C5D12,2,2,1,"[7.0, 9.0]","[6.0, 9.0]",8.0,7.0,9.0,7.5,6.0,9.0,2.0,2.0,2.0,1.5,1,2,"F-, O2-","Halogens, Nonmetals, Post-Transition Metals",GGA,F-O-P-Pb,0.0,-2.372924274948979,3.7236,4,Hexagonal,6/m,P6_3/m,fluoride,,,,,Pb,,"O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.718496415399237
mp-21560,CuAs2PbO7,1.4989642947276365,0.9124971072213894,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[3.832442948152771],0.0,3.832442948152771,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,As-Cu-O-Pb,0.019945698636363,-1.56954440681818,0.426499999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,Cu,,Pb,As,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.722965652011739
mp-21567,SmAl3(PbO4)2,1.6684802761394557,0.9207308176246338,Trigonal prism,1,8e,1,[4.826943183634421],0.0,4.826943183634421,AB2C3D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-O-Pb-Sm,0.0,-2.98274479017857,2.9907,4,Cubic,m-3m,Pn-3m,oxide,,,,,"Al, Pb",,"O, P, S",,,Sm,,"B $\in$ [0.5, 1]",Positive B,2.767794211806427
mp-21618,NdAl3(PbO4)2,1.6227170340099324,0.9425976104558004,Trigonal prism,1,8e,1,[4.912649939316732],0.0,4.912649939316732,AB2C3D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Al-Nd-O-Pb,0.0,-2.976684114464279,3.1059,4,Cubic,m-3m,Pn-3m,oxide,,,,,"Al, Pb",,"N, O, P",,,Nd,,"B $\in$ [0.5, 1]",Positive B,2.74813603512969
mp-21706,GdAl3(PbO4)2,1.6917090691069223,0.8988352680954479,Trigonal prism,1,8e,1,[4.7694531576649855],0.0,4.7694531576649855,AB2C3D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-Gd-O-Pb,0.003985894341521,-2.979474422857141,3.052499999999999,4,Cubic,m-3m,Pn-3m,oxide,,,,,"Al, Pb",,"O, P",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.7648819591370057
mp-21723,SiPbO3,1.9247987706305747,0.6854093814078016,"Octahedron, Square pyramid, Pentagonal pyramid",3,4g,1,"[12.488299104951691, 3.486074553293531, 10.71262648304572]",0.667,8.895666713763648,ABC3,3,3,1,"[4.0, 5.0, 6.0]","[4.0, 5.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,O-Pb-Si,0.0,-2.385318084333335,3.1904999999999992,3,Monoclinic,2/m,P2/c,oxide,,,,,Pb,Si,"O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.5250281122228246
mp-21724,ZnSiPbO4,2.21718779853968,0.4018800571871499,"Octahedron, Square pyramid",2,4a,1,"[5.843743457782221, 6.935205796128534]",1.0,6.389474626955377,ABCD4,2,2,1,"[3.0, 5.0]","[3.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,O-Pb-Si-Zn,0.0,-2.381144441607142,3.1964,4,Orthorhombic,mm2,Pna2_1,oxide,,,Zn,,Pb,Si,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4894211474249737
mp-21727,CuGe5Pb3O14,2.578686389543838,0.0989499433494074,"Square-face capped trigonal prism, Square antiprism",2,"4f, 2e",2,"[6.239861679635102, 2.813629110455029]",0.5,4.526745395045065,AB3C5D14,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-Ge-O-Pb,0.022301428043481,-1.880478839782607,0.8418000000000001,4,Monoclinic,2/m,C2/c,oxide,,,Cu,,Pb,Ge,"C, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6741806735079314
mp-21767,Si2Pb3O7,3.296022039619725,-0.6507072720116504,"Tricapped triangular prism (three square-face caps), Square pyramid, Trigonal prism",3,"4c, 12f, 2a",3,"[2.266610783280981, 4.29749196232583, 6.203722457061604]",0.333,4.255941734222804,A2B3C7,3,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,O-Pb-Si,0.0,-2.199647605555554,2.642199999999999,3,Trigonal,-3m,R-3c,oxide,,,,,Pb,Si,"O, P, S",,,,,"B $\in$ [-1, -0.1]",Negative B,2.5483146094208027
mp-21801,Rb4PbO3,2.138341767300896,0.1239334707771288,Triangular non-coplanar,1,8c,1,[0.7081984087088571],0.0,0.7081984087088571,AB3C4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,O-Pb-Rb,0.0,-1.40916538796875,2.2987,3,Orthorhombic,mmm,Pbca,oxide,Rb,,,,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1886331709500753
mp-21823,Mn(PbO2)2,2.0193575839331204,0.6262351029968393,"Octahedron, See-saw",2,8e,1,"[5.28070017884997, 11.523986411247122]",1.0,8.402343295048546,AB2C4,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Mn-O-Pb,0.000805930959819,-1.6519377813115752,0.9834,3,Tetragonal,-42m,P-42_1c,oxide,,,Mn,,Pb,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.38374031122153
mp-21949,K4PbO3,2.13462107067878,0.1231658342602728,Triangular non-coplanar,1,8c,1,[0.8471070175539],0.0,0.8471070175539,AB3C4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,K-O-Pb,0.0,-1.467546646593748,2.4381,3,Orthorhombic,mmm,Pbca,oxide,K,,,,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.184603840692732
mp-22023,Pb3SO6,2.06184751932984,0.4552413080226684,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Square pyramid, Square-face capped trigonal prism",3,2e,1,"[6.278713211552002, 16.07499316586603, 8.415112676696674]",1.0,10.256273018038236,AB3C6,3,3,1,"[5.0, 7.0, 9.0]","[5.0, 7.0, 9.0]",7.0,5.0,9.0,7.0,5.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,O-Pb-S,0.006724948666683,-1.756079309749996,2.9382,3,Monoclinic,2/m,P2_1/m,oxide,,,,,Pb,,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.7179939861824924
mp-22048,Pt2PbO4,2.432601064173291,0.1814588803031867,Square-face capped trigonal prism,1,2i,1,[7.293912173448771],1.0,7.293912173448771,AB2C4,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,O-Pb-Pt,0.0,-0.868398527142854,0.0,3,Triclinic,-1,P-1,oxide,,,Pt,,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.583714744126648
mp-22230,BaPbO3,2.157332748327886,0.0454088068661408,Octahedron,1,2b,1,[0.018508788817345002],0.0,0.018508788817345002,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,Ba-O-Pb,0.0,-2.108850153,0.199299999999999,3,Orthorhombic,mmm,Imma,oxide,,Ba,,,Pb,B,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1757574931918033
mp-22301,Sr2DyCu3(PbO4)2,1.4908999621737775,1.1964085862095335,Square pyramid,1,2h,1,[0.666130881737332],0.0,0.666130881737332,AB2C2D3E8,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-Dy-O-Pb-Sr,0.026703216474609,-2.066837558854166,0.0,5,Tetragonal,4/mmm,P4/mmm,oxide,,Sr,Cu,,Pb,,"C, O, P, S",,,Dy,,B > 1,Positive B,2.6070090177861207
mp-22325,P2Pb2O7,2.4995722271012566,0.129611719729593,"Tricapped triangular prism (three square-face caps), Tricapped octahedron (all 3 cap faces share one atom), Square antiprism",3,2i,1,"[3.8092670233242183, 2.942166899086858, 4.752515736475575, 5.75502957433369]",0.25,4.314744808305085,A2B2C7,3,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,O-P-Pb,0.0,-2.168417589404761,3.7752,3,Triclinic,-1,P-1,oxide,,,,,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.674949633262891
mp-22328,K4PbO4,2.089938999465746,0.5096222807284485,Tetrahedron,1,2i,1,[0.278952412138923],0.0,0.278952412138923,AB4C4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,K-O-Pb,0.0,-1.576035852111104,1.7002000000000002,3,Triclinic,-1,P-1,oxide,K,,,,Pb,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.0899905695245735
mp-22373,CrPb2O5,1.9833623462595429,0.4722929376395807,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Square-face capped trigonal prism",2,2i,1,"[8.004426723441153, 6.539916526784191]",1.0,7.272171625112672,AB2C5,2,2,1,"[7.0, 9.0]","[7.0, 9.0]",8.0,7.0,9.0,8.0,7.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Cr-O-Pb,0.0,-1.696236294374999,1.8544,3,Monoclinic,2/m,C2/m,oxide,,,Cr,,Pb,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.7350913761573885
mp-22430,BAsPbO5,2.504917668889248,0.1796666766830018,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,3a,1,[4.71122004751022],0.0,4.71122004751022,ABCD5,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,As-B-O-Pb,0.004376720112186,-2.071957979375001,3.3847,4,Trigonal,3,P3_1,oxide,,,,,Pb,"B, As","O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.7448235340926894
mp-22467,Sn(PbO2)2,1.4430000924131363,1.5101236013752273,See-saw,1,8h,1,[4.740707458643923],0.0,4.740707458643923,AB2C4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,O-Pb-Sn,0.0,-1.548543728571429,2.0548,3,Tetragonal,4/mmm,P4_2/mbc,oxide,,,,,"Sn, Pb",,"O, P, S",,,,,B > 1,Positive B,2.3950073644178103
mp-22543,Sr2GdCu3(PbO4)2,1.4672948769838752,1.228189195097648,Square pyramid,1,2h,1,[0.7141074592738671],0.0,0.7141074592738671,AB2C2D3E8,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-Gd-O-Pb-Sr,0.024635994130838,-2.051774470624999,0.0,5,Tetragonal,4/mmm,P4/mmm,oxide,,Sr,Cu,,Pb,,"C, O, P, S",,,Gd,,B > 1,Positive B,2.6130532628300474
mp-22577,Pb3SO6,2.249783162164637,0.3401983245063403,"Triangular non-coplanar, Trigonal prism",2,"2c, 4g",2,"[1.8058423459315072, 5.318916633332205]",0.5,3.562379489631856,AB3C6,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",GGA,O-Pb-S,0.025004234666679,-1.737800023749999,2.8051,3,Orthorhombic,mmm,Cmcm,oxide,,,,,Pb,,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.457949992427586
mp-22633,Pb3O4,2.5041245748609824,-0.2690610155542945,"Octahedron, See-saw",2,"4d, 8h",2,"[3.86022286947123, 1.25112176632748]",0.0,2.5556723178993552,A3B4,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.67,2.67,2.67,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,O-Pb,0.0,-1.175379964642855,1.133,2,Tetragonal,4/mmm,P4_2/mbc,oxide,,,,,Pb,,"O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,2.3090554435201134
mp-22681,Pb2WO5,1.832861323362416,0.7805843443757376,"Square-face capped trigonal prism, Trigonal bipyramid",2,2i,1,"[14.22862878042603, 8.2243878115803]",1.0,11.226508296003164,AB2C5,2,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,O-Pb-W,0.033065780507812,-1.875032835624998,3.0894,3,Monoclinic,2/m,C2/m,oxide,,,W,,Pb,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.5645989954087614
mp-22694,LiPPbO4,0.9649386923292984,1.387378783675031,"Face-capped octahedron, Square antiprism",2,4a,1,"[4.031211822555416, 5.533846254345152]",0.5,4.782529038450283,ABCD4,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,Li-O-P-Pb,0.0,-2.501715246139455,3.6252,4,Orthorhombic,mm2,Pna2_1,oxide,Li,,,,Pb,,"O, P",,,,,B > 1,Positive B,2.7116820596730054
mp-22734,HfPbO3,2.371922505410885,0.2659428745154053,"Diminished icosahedron, Cuboctahedron",2,"4h, 4g",2,"[5.192640124254823, 1.15349536318588]",0.5,3.1730677437203516,ABC3,2,2,1,"[4.0, 8.0]","[4.0, 8.0]",6.0,4.0,8.0,6.0,4.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Hf-O-Pb,0.011026505499987,-2.837305964499998,2.7161,3,Orthorhombic,mmm,Pbam,oxide,,,Hf,,Pb,,"H, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.6600698488905437
mp-22750,P2Pb3O8,1.9778086537335544,0.5637249496199754,"Bicapped square prism (adjacent faces), Icosahedron",2,"1a, 2c",2,"[8.093738922843443, 2.5286115224446]",0.5,5.311175222644021,A2B3C8,2,2,1,"[10.0, 6.0]","[10.0, 6.0]",8.0,6.0,10.0,8.0,6.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",GGA,O-P-Pb,0.035608217307547,-2.05671863891956,3.3518,3,Trigonal,-3m,R-3m,oxide,,,,,Pb,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.779661740647292
mp-22756,K2PbO3,1.9553631640947533,0.9708125961413542,Square pyramid,1,2a,1,[2.7820788332841397],0.0,2.7820788332841397,AB2C3,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,K-O-Pb,0.029962987083331,-1.558275880333332,1.2096,3,Orthorhombic,mm2,Cmc2_1,oxide,K,,,,Pb,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.1638952174882062
mp-23101,Nb2Bi2PbO9,2.8901065426107406,-0.0416118775971638,Cuboctahedron,1,1a,1,[0.003172725417722],0.0,0.003172725417722,AB2C2D9,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-Nb-O-Pb,0.042212585178577,-2.3316806425,1.1775,4,Tetragonal,4/mmm,I4/mmm,oxide,,,Nb,,"Pb, Bi",B,"N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.8148254912472894
mp-23623,B5Pb2BrO9,1.666931603170046,0.7216662693868457,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Tricapped triangular prism (three square-face caps)",2,4c,1,"[6.876006353313061, 6.678164601951248]",1.0,6.777085477632154,AB2C5D9,2,1,1,[9.0],[7.0],9.0,9.0,9.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2,2,"O2-, Br-","Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,B-Br-O-Pb,0.0,-2.5360918624019613,3.4116,4,Orthorhombic,mm2,Pnn2,hypobromite,,,,,Pb,B,"O, P",Br,,,,"B $\in$ [0.5, 1]",Positive B,2.7860222744099303
mp-23637,VBiPbO5,1.979904807037546,0.528112752946132,Square-face capped square prism,1,2i,1,[6.443738084213922],1.0,6.443738084213922,ABCD5,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-O-Pb-V,0.0174423,-2.006076591249999,2.5209,4,Monoclinic,2/m,C2/m,oxide,,,V,,"Pb, Bi",B,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.7908231928230194
mp-23642,VBiPbO5,1.9381499783120413,0.543030574028647,Cube,1,2i,1,[4.4356196114295745],0.0,4.4356196114295745,ABCD5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Bi-O-Pb-V,0.001762336249999,-2.021756554999999,2.9292,4,Triclinic,-1,P-1,oxide,,,V,,"Pb, Bi",B,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.6798235680119253
mp-2665147,MgNb2(PbO3)3,2.3054006337475497,0.3395310930193934,Bicapped square prism (adjacent faces),1,"2b, 1a",2,"[7.242184853757521, 7.714773239363644]",1.0,7.478479046560582,AB2C3D9,1,2,1,"[3.0, 8.0]","[3.0, 8.0]",5.5,3.0,8.0,5.5,3.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Mg-Nb-O-Pb,0.012964795854166,-2.457446984666667,2.226099999999999,4,Monoclinic,m,Cm,oxide,,Mg,Nb,,Pb,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.6971041159223206
mp-27184,B10(Pb2O7)3,2.226135995120328,0.301398743076271,"Trigonal prism, Pentagonal pyramid, Face-capped octahedron",3,2i,1,"[9.690568983535654, 13.430880041886656, 11.794501986978295]",1.0,11.638650337466869,A6B10C21,3,3,1,"[3.0, 4.0, 6.0]","[3.0, 4.0, 6.0]",4.333333333333333,3.0,6.0,4.333333333333333,3.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,B-O-Pb,0.0,-2.458742290180179,3.259,3,Triclinic,-1,P-1,oxide,,,,,Pb,B,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4876138005597968
mp-27622,Na2PbO2,1.6891812890862037,1.274719950860451,Triangular non-coplanar,1,8d,1,[1.805458680782791],0.0,1.805458680782791,AB2C2,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,Na-O-Pb,0.0,-1.46994644275,2.4667,3,Orthorhombic,mmm,Pbcn,oxide,Na,,,,Pb,,"N, O, P",,,,,B > 1,Positive B,2.202580580768004
mp-2763279,Ba4Pb3O10,2.14813249500032,0.0218090209178709,Octahedron,1,"1b, 2c",2,"[0.0007690291919160001, 0.009340507835267001]",0.0,0.0050547685135915,A3B4C10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,Ba-O-Pb,0.006566985882351,-2.00523308529412,0.0,3,Tetragonal,4/mmm,I4/mmm,oxide,,Ba,,,Pb,B,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1579041086657305
