material_id,chem_formula,R$_0$,B,Gd_chemenv,num_Gd_chemenvs,Gd_wyckoff,num_Gd_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Gd_sites,num_CN_env,num_charge_states,GdX_coordn,GdO_coordn,mean_coordn_Gd-X,min_coordn_Gd-X,max_coordn_Gd-X,mean_coordn_Gd-O,min_coordn_Gd-O,max_coordn_Gd-O,mean_Gd_charge,min_Gd_charge,max_Gd_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_GdO_BondL
mp-1212657,Gd2Cu(GeO4)2,1.9095411075640167,0.5626799863693333,Square antiprism,1,2b,1,"[2.093703051129249, 1.797561187482527]",0.0,1.945632119305888,AB2C2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cu-Gd-Ge-O,0.0001432224359,-2.679272920384614,0.635699999999999,4,Monoclinic,m,Cm,oxide,,,Cu,,,Ge,"C, O",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.474196897396359
mp-1212708,Gd2NiPtO6,0.8313712778770046,1.843503195640588,Square-face bicapped trigonal prism,1,4e,1,[1.5094251327624142],0.0,1.5094251327624142,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-Ni-O-Pt,0.0,-2.514124334999999,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,"Ni, Pt",,,,"N, O, P",,,Gd,,B > 1,Positive B,2.4798791144500196
mp-1212711,Gd2MgPtO6,0.9377597964182308,1.7095059093190108,Square-face bicapped trigonal prism,1,4e,1,[1.5971627963986972],0.0,1.5971627963986972,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-Mg-O-Pt,0.0,-2.883619893499998,2.035799999999999,4,Monoclinic,2/m,P2_1/c,oxide,,Mg,Pt,,,,"O, P",,,Gd,,B > 1,Positive B,2.4699481964500394
mp-1212755,Gd2ZnPtO6,0.9567348742775036,1.679190293825481,Square-face bicapped trigonal prism,1,4e,1,[1.370918246505358],0.0,1.370918246505358,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-O-Pt-Zn,0.0,-2.6020982924999982,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,"Zn, Pt",,,,"O, P",,,Gd,,B > 1,Positive B,2.4659298451002085
mp-1212785,Gd2NiRuO6,0.8367134908207696,1.821049627100836,Square-face bicapped trigonal prism,1,4e,1,[1.540947521285539],0.0,1.540947521285539,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-Ni-O-Ru,0.027065080999996,-2.601556444499999,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,"Ni, Ru",,,,"N, O",,,Gd,,B > 1,Positive B,2.4682524481454062
mp-1212816,KGd(SeO4)2,2.121349199024861,0.3281728630020039,"Square antiprism, Square-face bicapped trigonal prism",2,4a,1,"[0.9750963324626161, 0.9798902483383851]",0.0,0.9774932904005006,ABC2D8,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Gd-K-O-Se,0.0,-1.993168650057291,3.183,4,Orthorhombic,mm2,Pna2_1,oxide,K,,,,,,"O, S, Se",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4465009292407345
mp-1212867,GdAg(WO4)2,2.4635337091665632,-0.0312004364744758,Square antiprism,1,2g,1,[1.271513500964143],0.0,1.271513500964143,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Ag-Gd-O-W,0.0,-2.360401465555556,2.8117,4,Monoclinic,2/m,C2/m,oxide,,,"Ag, W",,,,O,,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4305052848507023
mp-1212996,Gd3VGeO9,2.2040033513770885,0.2430215046818011,"Square antiprism, Pentagonal bipyramid",2,4e,1,"[2.4843451179518823, 1.643607170694834, 2.421741211429554]",0.0,2.18323116669209,ABC3D9,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Gd-Ge-O-V,0.012790164999998,-3.231590712857145,2.8429,4,Monoclinic,2/m,P2_1/c,oxide,,,V,,,Ge,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4375453266795835
mp-1213254,CsGd(WO4)2,2.749964053330127,-0.2083792060567324,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[2.1270945560925],0.0,2.1270945560925,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Gd-O-W,0.0,-2.631129690804597,3.0973,4,Monoclinic,2/m,C2/c,oxide,Cs,,W,,,,"C, O",,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.4984017493705766
mp-1213304,CsGd(MoO4)2,2.7347620762982023,-0.223555528013408,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.631965263552135],0.0,1.631965263552135,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Gd-Mo-O,0.040738602916668,-2.488753657471264,2.942799999999999,4,Monoclinic,2/m,C2/c,oxide,Cs,,Mo,,,,"C, O",,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.485058489062851
mp-1213333,Gd2Hf2(MoO4)7,2.002847796420373,0.4108232487504981,Square-face bicapped trigonal prism,1,4f,1,[0.9896235113821111],0.0,0.9896235113821111,A2B2C7D28,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-Hf-Mo-O,0.0,-2.5788518344871783,3.094,4,Monoclinic,2/m,C2/c,oxide,,,"Mo, Hf",,,,"H, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.407765181067573
mp-1213392,CsGd(MoO4)2,1.8642317435457216,0.5814335016187085,Square antiprism,1,2e,1,[0.7474368260862101],0.0,0.7474368260862101,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Gd-Mo-O,0.0,-2.529492260387931,3.082,4,Orthorhombic,mmm,Pccm,oxide,Cs,,Mo,,,,"C, O",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4427075539129355
mp-1213473,Gd4PdO7,2.0437405959658776,0.4685613736080524,Square-face capped trigonal prism,1,2i,1,"[4.183617015764656, 3.266167693449514, 4.149431746406455, 2.801732031928668]",0.0,3.6002371218873233,AB4C7,1,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Gd-O-Pd,0.027002813583322,-3.203001723624993,1.099899999999999,3,Triclinic,-1,P-1,oxide,,,Pd,,,,"O, P",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4189921261073186
mp-1213602,GdSbO4,2.177228232060316,0.2459901306477847,Square-face capped trigonal prism,1,2i,1,"[2.769862035544516, 3.147408136789858]",0.0,2.9586350861671873,ABC4,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Gd-O-Sb,0.020810581388884,-2.713932377499999,1.6361999999999992,3,Triclinic,-1,P-1,oxide,,,,,,Sb,"O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.3865967528618426
mp-1214380,BaLiGd2(MoO4)4,2.178712197159842,0.2768210684148521,Dodecahedron with triangular faces - p2345 plane normalized,1,4f,1,[2.139236987672451],0.0,2.139236987672451,ABC2D4E16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Gd-Li-Mo-O,0.043057239999983,-2.600783019305556,0.0392,5,Monoclinic,2/m,C2/c,oxide,Li,Ba,Mo,,,B,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4350509612885523
mp-1214525,Ba5Gd2ZrAl2O13,2.422742783087627,-0.1942535887607746,Octahedron,1,4f,1,[0.159082457997375],0.0,0.159082457997375,AB2C2D5E13,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Ba-Gd-O-Zr,0.017714718586967,-3.440172720217391,2.4626,5,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Zr,,Al,B,O,,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.287875771650549
mp-1214529,BaGdCuBO5,2.4125216437252845,0.0462148316286373,Cube,1,2a,1,[2.295562760321829],0.0,2.295562760321829,ABCDE5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,B-Ba-Cu-Gd-O,0.018433824981469,-2.848131011018518,0.0,5,Tetragonal,4mm,P4bm,oxide,,Ba,Cu,,,B,"C, O",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4579353286493797
mp-1214608,Ba6Gd2Ga4O15,3.096781108995254,-1.1246723001305643,Octahedron,1,4g,1,[0.7392907750418031],0.0,0.7392907750418031,A2B4C6D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Ga-Gd-O,0.0,-2.97412295074074,3.398599999999999,4,Monoclinic,2/m,P2/c,oxide,,Ba,,,Ga,B,O,,,Gd,,B < -1,Negative B,2.316791894983264
mp-1214682,Ba6Gd2Al4O15,3.0796567995521,-1.0793009143930463,Octahedron,1,4g,1,[0.562260818245459],0.0,0.562260818245459,A2B4C6D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ba-Gd-O,0.0,-3.39090210462963,3.431899999999999,4,Monoclinic,2/m,P2/c,oxide,,Ba,,,Al,B,O,,,Gd,,B < -1,Negative B,2.3311215624489425
mp-1215029,Ba2GdV3O11,1.4370015006698933,1.105267263942293,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[2.247618969550752],0.0,2.247618969550752,AB2C3D11,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Gd-O-V,0.015042166617625,-2.997164150294119,3.143,4,Monoclinic,2/m,P2_1/c,oxide,,Ba,V,,,B,O,,,Gd,,B > 1,Positive B,2.5061276446372993
mp-1215063,Ba6Gd2Fe4O15,2.796866208042505,-0.7087787748046089,Octahedron,1,4g,1,[0.6765681739717601],0.0,0.6765681739717601,A2B4C6D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Fe-Gd-O,0.0,-2.704474228333334,2.1756,4,Monoclinic,2/m,P2/c,oxide,,Ba,Fe,,,B,O,F,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.3053047755855958
mp-1218232,SrGdCoO4,1.2634890938317462,1.1481275064543806,Tricapped triangular prism (three square-face caps),1,1a,1,[4.1281832249633155],0.0,4.1281832249633155,ABCD4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Co-Gd-O-Sr,0.044954066785733,-2.7209781785714293,0.8127000000000001,4,Tetragonal,4mm,I4mm,oxide,,Sr,Co,,,,"C, O, S",,,Gd,,B > 1,Positive B,2.530849816884721
mp-1218235,SrGdNiO4,0.9113560370820106,1.487088277091028,Tricapped triangular prism (three square-face caps),1,1a,1,[3.777628075570302],0.0,3.777628075570302,ABCD4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-Ni-O-Sr,0.038088634464282,-2.6288524185714293,0.0,4,Tetragonal,4mm,I4mm,oxide,,Sr,Ni,,,,"N, O, S",,,Gd,,B > 1,Positive B,2.5517507946233033
mp-1218819,Sr2Gd2TlNi2O9,0.9989235558927396,1.470605218279848,Tricapped triangular prism (three square-face caps),1,2c,1,[2.917651604172375],0.0,2.917651604172375,AB2C2D2E9,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Gd-Ni-O-Sr-Tl,0.035789254765624,-2.464839597395835,0.0,5,Orthorhombic,mm2,Fmm2,oxide,,Sr,Ni,,Tl,,"N, O, S",,,Gd,,B > 1,Positive B,2.5583106299654252
mp-1219063,SmGd3Al4O12,1.8292630506457723,0.6473762052357026,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,"1a, 1b",2,"[4.133144547744319, 4.071305777856049, 4.063641352729189]",0.0,4.089363892776519,AB3C4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-Gd-O-Sm,0.006933821174992,-3.69164070025,3.249,4,Monoclinic,m,Pm,oxide,,,,,Al,,"O, S",,,"Sm, Gd",,"B $\in$ [0.5, 1]",Positive B,2.4673577741117105
mp-1220286,Nd3GdAl4O12,0.2334572433083723,2.139676625475104,Diminished icosahedron,1,1b,1,[5.711117943833662],1.0,5.711117943833662,AB3C4D12,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-Gd-Nd-O,0.0063675316,-3.672693714125,2.9123,4,Monoclinic,m,Pm,oxide,,,,,Al,,"N, O",,,"Nd, Gd",,B > 1,Positive B,2.5627739012304933
mp-1221012,NaGdTi2O6,0.9516231343238288,1.594671236213575,Square-face bicapped trigonal prism,1,2a,1,[2.901887877672912],0.0,2.901887877672912,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Gd-Na-O-Ti,0.010025546250009,-3.417433623804598,2.318,4,Orthorhombic,mm2,Pmn2_1,oxide,Na,,Ti,,,,"N, O",,,Gd,,B > 1,Positive B,2.4653470346753377
mp-1221026,NaGd3Ti2(SbO7)2,1.9569023722571293,0.5105672240131122,no_data,1,no_data,1,no_data,0.0,no_data,AB2C2D3E14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Gd-Na-O-Sb-Ti,0.00379981840909,-3.119080275365725,2.0629,5,Monoclinic,2/m,C2/m,oxide,Na,,Ti,,,Sb,"N, O, S",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.482051788289063
mp-1221269,Na3GdTi2Nb2O12,0.7279417245455185,1.729128367883079,Square-face bicapped trigonal prism,1,1a,1,[2.502638183098039],0.0,2.502638183098039,AB2C2D3E12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-Na-Nb-O-Ti,0.012981549666662,-3.12328127454023,2.4367,5,Triclinic,1,P1,oxide,Na,,"Ti, Nb",,,,"N, O",,,Gd,,B > 1,Positive B,2.42439316585443
mp-1223587,KBaGd(MoO4)3,2.2494740255140577,0.1991034989557968,Dodecahedron with triangular faces - p2345 plane normalized,1,"1a, 1b",2,"[2.107521369371558, 2.024240351906732]",0.0,2.065880860639145,ABCD3E12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Gd-K-Mo-O,0.005513432638899,-2.5668020442916677,2.9552,5,Monoclinic,2,C2,oxide,K,Ba,Mo,,,B,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4473799340332656
mp-1224338,K4Gd2C3O9F4,0.71762997611096,1.5579344072983727,Tricapped triangular prism (one square-face cap and two triangular-face caps),1,2c,1,[7.071432686664362],1.0,7.071432686664362,A2B3C4D4E9,1,1,1,[9.0],[6.0],9.0,9.0,9.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Alkali Metals, Halogens, Lanthanides, Nonmetals",GGA,C-F-Gd-K-O,0.012021364659088,-2.826987561204545,2.7032,5,Monoclinic,2,C2,fluoride,K,,,,,,"C, O",F,,Gd,,B > 1,Positive B,2.5697451204636024
mp-1224479,GdYScSbO7,1.91862783241636,0.569989843108911,Cube,1,2b,1,[1.111811749366555],0.0,1.111811749366555,ABCDE7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Gd-O-Sb-Sc-Y,0.0,-3.37396265090909,2.811699999999999,5,Orthorhombic,mmm,Imma,oxide,,,"Sc, Y",,,Sb,"O, S",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.486007884676457
mp-1224537,GdTiCdSbO7,1.975715155943008,0.5085100829094269,Hexagonal bipyramid,1,2a,1,[2.292137301961731],0.0,2.292137301961731,ABCDE7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cd-Gd-O-Sb-Ti,0.001030073636364,-2.782505038939393,2.5972,5,Orthorhombic,mmm,Imma,oxide,,,"Ti, Cd",,,Sb,"C, O, S",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4778987381661413
mp-1224573,GdY3(FeO3)4,1.4911765729298097,1.0016263213252523,Square-face bicapped trigonal prism,1,1a,1,[1.672217541101206],0.0,1.672217541101206,AB3C4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Fe-Gd-O-Y,0.010318945531249,-2.812855175999999,0.3826,4,Monoclinic,m,Pm,oxide,,,"Fe, Y",,,,O,F,,Gd,,B > 1,Positive B,2.478445378411924
mp-1224627,GdY(WO4)3,2.4072472261652345,0.0155380886628641,Square-face bicapped trigonal prism,1,2c,1,[2.209495400900114],0.0,2.209495400900114,ABC3D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-O-W-Y,0.038448109558844,-2.723052532647059,3.2727,4,Monoclinic,2,C2,oxide,,,"Y, W",,,,O,,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4242434450039942
mp-1224646,GdHCO4,1.823583943187268,0.6675317446364741,Bicapped square prism (adjacent faces),1,4a,1,[7.13564060601932],1.0,7.13564060601932,ABCD4,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,C-Gd-H-O,0.0,-2.532120183035715,2.8483,4,Orthorhombic,222,P2_12_12_1,oxide,,,,,,,"H, C, O",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.552600378518959
mp-1224654,GdTiNbBi2O9,2.8956806567429907,-0.4414083438308626,Square-face bicapped trigonal prism,1,2a,1,[2.366961009906444],0.0,2.366961009906444,ABCD2E9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-Gd-Nb-O-Ti,0.006734410714276,-2.860998744880955,2.6544,5,Monoclinic,2,P2_1,oxide,,,"Ti, Nb",,Bi,B,"N, O",,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.4379006511368138
mp-1224655,GdY(FeO3)2,1.218010332126422,1.386176274525421,Square-face bicapped trigonal prism,1,2b,1,[1.80377750953101],0.0,1.80377750953101,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Fe-Gd-O-Y,0.004597182187499,-2.811269423,1.583099999999999,4,Orthorhombic,mm2,Pmc2_1,oxide,,,"Fe, Y",,,,O,F,,Gd,,B > 1,Positive B,2.487245510524463
mp-1224682,Gd2GaSbO7,2.060115997045876,0.3842992593227888,Cube,1,"2c, 2a",2,"[1.995808832111175, 1.7231229328387032]",0.0,1.859465882474939,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ga-Gd-O-Sb,0.0,-2.9690418779545453,2.377399999999999,4,Orthorhombic,mmm,Imma,oxide,,,,,Ga,Sb,"O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4594627236843793
mp-1224704,Gd2ScNbO7,1.974211624688845,0.491141005060406,Cube,1,"2d, 2b",2,"[2.319822033169997, 1.1560599755274281]",0.0,1.7379410043487125,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Gd-Nb-O-Sc,0.036435897897726,-3.675871132727271,2.3666,4,Orthorhombic,mmm,Imma,oxide,,,"Sc, Nb",,,,"N, O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4774465934603693
mp-1224706,Gd2GeMoO8,2.445314824053495,-0.0335358784620896,Dodecahedron with triangular faces - p2345 plane normalized,1,"1c, 1b",2,"[2.318020406030482, 2.438125899087313]",0.0,2.3780731525588976,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Gd-Ge-Mo-O,0.0,-2.9048386370833352,2.4793000000000003,4,Tetragonal,-4,I-4,oxide,,,Mo,,,Ge,O,,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4104503927727725
mp-1224711,Gd2MnSbO7,2.085758340574785,0.3671274155642013,Cube,1,"2c, 2a",2,"[2.053402601080077, 1.473003729942652]",0.0,1.7632031655113645,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Gd-Mn-O-Sb,0.0,-2.914275617084638,1.6004,4,Orthorhombic,mmm,Imma,oxide,,,Mn,,,Sb,"O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.461520754438796
mp-1224730,Gd2CrSbO7,1.992850261121459,0.4308070204827536,Cube,1,"2c, 2a",2,"[2.172813465939629, 1.676655872599643]",0.0,1.924734669269636,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",r2SCAN,Cr-Gd-O-Sb,0.0,-3.006558049545453,1.9649,4,Orthorhombic,mmm,Imma,oxide,,,Cr,,,Sb,"C, O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4397142269667165
mp-1224744,Gd3Si2BrO8,1.877577785404051,0.6991101443604215,"Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",2,"4c, 2b",2,"[0.8916045564561781, 2.7041895860481713]",0.0,1.7978970712521747,AB2C3D8,2,2,1,"[8.0, 8.0]","[6.0, 7.0]",8.0,8.0,8.0,6.5,6.0,7.0,3.0,3.0,3.0,2.0,2,2,"Br-, O2-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Br-Gd-O-Si,0.00677066535713,-3.5549368075,2.1851,4,Orthorhombic,mm2,Ima2,hypobromite,,,,,,"B, Si","O, S",Br,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.447916456631432
mp-1224759,Gd2FeSbO7,2.02091114096208,0.4185855783874907,Cube,1,"2d, 2a",2,"[2.08658458684983, 1.599981770079446]",0.0,1.843283178464638,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Fe-Gd-O-Sb,0.0,-2.841088052727272,1.8178,4,Orthorhombic,mmm,Imma,oxide,,,Fe,,,Sb,"O, S",F,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4539708966376867
