material_id,chem_formula,R$_0$,B,I_chemenv,num_I_chemenvs,I_wyckoff,num_I_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_I_sites,num_CN_env,num_charge_states,IX_coordn,IO_coordn,mean_coordn_I-X,min_coordn_I-X,max_coordn_I-X,mean_coordn_I-O,min_coordn_I-O,max_coordn_I-O,mean_I_charge,min_I_charge,max_I_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_IO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1234155,Sm2MgMo2(I4O15)2,2.1601014331206025,0.6549549507153103,"See-saw, Triangular non-coplanar",2,1a,1,"[1.259355456407804, 0.9793849879045701, 1.069307355722908, 1.088402850962289, 3.410677912520444, 2.6224555586657363, 0.8907178783449341, 0.7519814836647201]",0.0,1.5090354355241755,AB2C2D8E30,2,3,1,"[3.0, 4.0, 5.0]","[3.0, 4.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",1.9262258306439872,GGA_U,I-Mg-Mo-O-Sm,0.043233700174405004,-1.498018862674417,3.116,5,Triclinic,1,P1,oxide,None,Mg,Mo,None,None,None,"O, S",I,None,Sm,None,"B $\in$ [0.5, 1]",Positive B
mp-1651906,K2CoH4(I2O7)2,2.3721842019530897,1.451614046888134,Triangular non-coplanar,1,1a,1,"[0.710657965549302, 0.7042109732189661, 0.7082698932561601, 0.7053421093763691, 0.7037394178206721, 0.7086986500462401, 0.704800497637992, 0.706752271191575, 0.841633981112597, 0.8210756835516021, 0.847008935011173, 0.818224104702411, 0.822626826042921, 0.846095041980768, 0.8181653238666581, 0.8427037334349691]",0.0,0.7693753379875236,AB2C4D4E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",2.064923783363845,GGA_U,Co-H-I-K-O,0.030845039899999004,-1.17511095308,0.2154,5,Monoclinic,2,P2_1,oxide,K,None,Co,None,None,None,"H, C, O",I,None,None,None,B > 1,Positive B
mp-1982329,K2CoH4(I2O7)2,2.360030390468362,1.4168068182875648,Triangular non-coplanar,1,1a,1,"[0.7107743423801001, 0.735763791314023, 0.74165289940593, 0.7058583888995481, 0.7238904889016741, 0.736317804504914, 0.7359466817343231, 0.72358597688048, 0.854190802740274, 0.8597787589454451, 0.864958926352244, 0.857237542375977, 0.8347398955003821, 0.8672134932027781, 0.860955336368416, 0.831440207902787]",0.0,0.790269083588081,AB2C4D4E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",2.0601348147932916,GGA_U,Co-H-I-K-O,0.015374465099998002,-1.19058152788,0.0,5,Monoclinic,2,C2,oxide,K,None,Co,None,None,None,"H, C, O",I,None,None,None,B > 1,Positive B
mp-2212807,Cs3IO5,1.9040034914799648,0.1871961941316274,Trigonal bipyramid,1,4c,1,[0.334219663116815],0.0,0.334219663116815,AB3C5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",1.8443294966029817,r2SCAN,Cs-I-O,0.0,-1.277203908888888,2.0299,3,Orthorhombic,mmm,Cmcm,hypoiodite,Cs,None,None,None,None,None,"C, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2227074,NaMgNiIO6,1.980224209603699,0.44102488755657615,Octahedron,1,1a,1,[1.016647640265477],0.0,1.016647640265477,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",1.9123397179731383,GGA_U,I-Mg-Na-Ni-O,0.03236141,-1.534308977137931,1.6703000000000001,5,Triclinic,1,P1,hypoiodite,Na,Mg,Ni,None,None,None,"N, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-22994,LiIO3,1.736527412373647,-0.13520814244566823,Triangular non-coplanar,1,4a,1,[0.8510610783738911],0.0,0.8510610783738911,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",1.805550403343366,r2SCAN,I-Li-O,0.0016667354999980002,-1.384245133666667,3.6546000000000003,3,Orthorhombic,mm2,Pna2_1,iodate,Li,None,None,None,None,None,O,I,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-23069,Fe(IO3)3,1.9202483820595848,0.19345717224092357,Triangular non-coplanar,1,6c,1,[1.276570118851713],0.0,1.276570118851713,AB3C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.823257797620345,r2SCAN,Fe-I-O,0.0,-0.978675665384615,2.0217,3,Hexagonal,6,P6_3,iodate,None,None,Fe,None,None,None,O,"F, I",None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-23261,I2O5,2.074430022024847,0.33530284762882234,"Square pyramid, See-saw",2,4e,1,"[1.396040120313892, 2.9130490465071883]",0.0,2.15454458341054,A2B5,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals",2.0178604467826076,r2SCAN,I-O,0.0,-0.280943557142858,2.7278000000000002,2,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-23384,LiIO3,1.8175292459535055,0.016970439656709236,Triangular non-coplanar,1,8g,1,[0.788016204518859],0.0,0.788016204518859,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",1.8088750144170795,r2SCAN,I-Li-O,0.0,-1.385911869166666,3.7886,3,Tetragonal,4/m,P4_2/n,iodate,Li,None,None,None,None,None,O,I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-23400,In(IO3)3,1.9240398031901393,0.20919100966678927,"Triangular non-coplanar, Octahedron",2,"2b, 6c",2,"[0.6023464236107741, 1.183419946724599]",0.0,0.8928831851676865,AB3C9,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals",1.819160415199435,r2SCAN,I-In-O,0.010694221923076001,-0.6363097978846141,3.411299999999999,3,Hexagonal,6,P6_3,iodate,None,None,None,None,In,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-23407,Hg(IO3)2,2.1695473769574787,1.145551734465781,Triangular non-coplanar,1,2a,1,"[1.711564138968566, 1.319957386181216]",0.0,1.515760762574891,AB2C6,1,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",2.1941795657847853,r2SCAN,Hg-I-O,0.0,-0.38190114638889006,2.6932,3,Monoclinic,2,P2_1,iodate,None,None,Hg,None,None,None,"H, O",I,None,None,None,B > 1,Positive B
mp-23487,KIO3,2.2197535196337954,1.1162728242616795,Triangular non-coplanar,1,1a,1,"[0.780966996358831, 0.7616477854739361, 0.773518410501087, 0.7622463860163661]",0.0,0.7695948945875551,ABC3,1,3,1,"[3.0, 4.0, 5.0]","[3.0, 4.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",2.074506353601215,r2SCAN,I-K-O,0.0,-1.36662299745,2.7868,3,Triclinic,1,P1,iodate,K,None,None,None,None,None,O,I,None,None,None,B > 1,Positive B
mp-23489,CsIO4,1.7905923448350731,0.025565801619785417,Tetrahedron,1,4c,1,[0.000916988845668],0.0,0.000916988845668,ABC4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",1.7757393854375931,r2SCAN,Cs-I-O,0.0,-1.167899420359194,2.5553,3,Orthorhombic,mmm,Pnma,periodate,Cs,None,None,None,None,None,"C, O",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-23493,Ce(IO3)4,1.878540280510024,0.12386902767110564,Triangular non-coplanar,1,8g,1,[1.371737059865159],0.0,1.371737059865159,AB4C12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",1.8164377046417524,r2SCAN,Ce-I-O,0.0,-0.931749092941176,1.4876,3,Tetragonal,4/m,P4_2/n,iodate,None,None,None,None,None,None,"C, O",I,None,Ce,None,"B $\in$ [0.1, 0.5]",Positive B
mp-23552,Er(IO3)3,2.126334845332656,0.6564730237959742,"See-saw, Triangular non-coplanar",2,4e,1,"[1.1453861844878381, 1.3004180409686001, 2.365578320466794]",0.0,1.6037941819744106,AB3C9,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",2.0236955220773845,r2SCAN,Er-I-O,0.0,-1.116618780064103,3.4776,3,Monoclinic,2/m,P2_1/c,iodate,None,None,None,None,None,None,O,I,None,Er,None,"B $\in$ [0.5, 1]",Positive B
mp-23559,In(IO3)3,1.8238995945304288,0.008780054505133804,"See-saw, Octahedron",2,"6f, 2c",2,"[0.11908544450917401, 2.5248445176928]",0.0,1.321964981100987,AB3C9,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals",1.8195023368550733,r2SCAN,I-In-O,0.0,-0.6470040198076911,3.0751,3,Trigonal,-3,R-3,iodate,None,None,None,None,In,None,O,I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-23626,RbLi2(IO3)3,1.8373348480388743,0.0026395274257354,Triangular non-coplanar,1,4e,1,"[0.6616255780069451, 1.002804349055442, 0.7090549240667361]",0.0,0.791161617043041,AB2C3D9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",1.835994312269345,GGA,I-Li-O-Rb,0.0,-1.395937227444445,3.8158000000000003,4,Monoclinic,2/m,P2_1/c,iodate,"Li, Rb",None,None,None,None,None,O,I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-23963,HIO3,2.282893094525812,0.7921818997463582,See-saw,1,4a,1,[2.6125923257496293],0.0,2.6125923257496293,ABC3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals",2.0179005994021786,GGA,H-I-O,0.016353290499998,-0.897171053249999,3.1022,3,Orthorhombic,222,P2_12_12_1,iodate,None,None,None,None,None,None,"H, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-24510,BaH2I2O7,1.6016080311603418,-0.4504177241344938,Triangular non-coplanar,1,4f,1,[0.6863925635037601],0.0,0.6863925635037601,AB2C2D7,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",1.8315448094418312,GGA,Ba-H-I-O,0.014186684374999,-1.465429388958333,3.6607000000000003,4,Monoclinic,2/m,C2/c,oxide,None,Ba,None,None,None,B,"H, O",I,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-24566,MgH8(IO5)2,1.838968691298654,0.002549345647236553,Triangular non-coplanar,1,4e,1,[0.884946588507136],0.0,0.884946588507136,AB2C8D10,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals",1.8377940068652114,GGA,H-I-Mg-O,0.011411439285715001,-1.318760961666667,4.160299999999999,4,Monoclinic,2/m,P2_1/c,hypoiodite,None,Mg,None,None,None,None,"H, O",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-24831,DyH4I3O11,1.8599328230917138,0.04201924203855396,Triangular non-coplanar,1,2i,1,"[0.791329966972634, 1.07624234920552, 1.1422912632938451]",0.0,1.0032878598239996,AB3C4D11,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",1.8387358807268757,GGA,Dy-H-I-O,0.0050810572368380005,-1.417942533508771,3.718499999999999,4,Triclinic,-1,P-1,oxide,None,None,None,None,None,None,"H, O",I,None,Dy,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-27234,Cu(IO3)2,2.6203988488036267,1.9310932290974783,Triangular non-coplanar,1,2a,1,"[1.292807648836294, 1.10646112540062]",0.0,1.199634387118457,AB2C6,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",2.0255394736581334,r2SCAN,Cu-I-O,0.0035121888888870003,-0.8261393838888881,0.314499999999999,3,Monoclinic,2,P2_1,iodate,None,None,Cu,None,None,None,"C, O",I,None,None,None,B > 1,Positive B
mp-27384,AgIO3,1.8427380866463434,0.028105121079337485,Triangular non-coplanar,1,4a,1,"[1.253659269479627, 1.042446579334609]",0.0,1.1480529244071178,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.8284020889297012,r2SCAN,Ag-I-O,0.0,-0.713068665333332,2.4375,3,Orthorhombic,mm2,Pca2_1,iodate,None,None,Ag,None,None,None,O,I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-27437,Zr(IO3)4,1.8706666422134592,0.08237792848453507,See-saw,1,8g,1,[2.803863790208188],0.0,2.803863790208188,AB4C12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.8293645260963725,r2SCAN,I-O-Zr,0.0,-0.946801043823529,3.175099999999999,3,Tetragonal,4/m,P4/n,iodate,None,None,Zr,None,None,None,O,I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-27535,Ca(IO3)2,1.6852141684182498,-0.24926720174674794,Triangular non-coplanar,1,4e,1,"[1.3420361955635212, 0.5852305662349351]",0.0,0.9636333808992281,AB2C6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals",1.8125074387733424,r2SCAN,Ca-I-O,0.0,-1.528087315833334,3.5614,3,Monoclinic,2/m,P2_1/c,iodate,None,Ca,None,None,None,None,"C, O",I,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-2754174,Rb3IO5,1.967933421888107,0.3860772252859693,Trigonal bipyramid,1,4d,1,[0.11858842885087902],0.0,0.11858842885087902,AB3C5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",1.841174433387608,r2SCAN,I-O-Rb,0.0,-1.273809634305556,1.9552,3,Orthorhombic,mmm,Cmcm,hypoiodite,Rb,None,None,None,None,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2762888,KIO3,2.423997198292491,1.8758041181916751,Triangular non-coplanar,1,2c,1,"[0.9051537375550031, 0.9336785641942861]",0.0,0.9194161508746446,ABC3,1,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",2.113126673677317,r2SCAN,I-K-O,0.004811488999998,-1.36181150845,3.5428,3,Orthorhombic,222,I222,iodate,K,None,None,None,None,None,O,I,None,None,None,B > 1,Positive B
mp-27640,Cd(IO3)2,2.1651098612295434,0.8165092855018887,"See-saw, Triangular non-coplanar",2,4a,1,"[1.499670769736783, 3.553564889452005]",0.0,2.526617829594394,AB2C6,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",2.198620234315507,r2SCAN,Cd-I-O,0.0,-0.637458869999998,3.2739000000000003,3,Orthorhombic,222,P2_12_12_1,iodate,None,None,Cd,None,None,None,"C, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-27764,K4I2O9,2.088350632254872,1.1868974793589078,Octahedron,1,4f,1,[0.640852734368601],0.0,0.640852734368601,A2B4C9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",1.9105289742146916,r2SCAN,I-K-O,0.0,-1.4201798019333332,1.9183000000000001,3,Hexagonal,6/mmm,P6_3/mmc,oxide,K,None,None,None,None,None,O,I,None,None,None,B > 1,Positive B
mp-27773,H5IO6,1.8911418753053462,0.07710031433077284,Octahedron,1,2a,1,"[0.08570992792432201, 0.08735955769737501]",0.0,0.08653474281084851,AB5C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,1.0,1,1,O2-,"Halogens, Nonmetals",1.8801528719216944,r2SCAN,H-I-O,0.016817835416665,-1.003818804479166,2.3577,3,Monoclinic,2/m,P2_1/c,hypoiodite,None,None,None,None,None,None,"H, O",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-28857,Pb(IO3)2,1.852686227897849,0.049617456214900636,Triangular non-coplanar,1,8d,1,[0.9747966116562241],0.0,0.9747966116562241,AB2C6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals",1.8278095644113554,r2SCAN,I-O-Pb,0.0,-0.6538707986111091,2.6939,3,Orthorhombic,mmm,Pbcn,iodate,None,None,None,None,Pb,None,"O, P",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-29473,LiIO4,1.9785831656708281,0.328421713249041,Tetrahedron,1,4e,1,[0.009619974732036001],0.0,0.009619974732036001,ABC4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",1.7948535211348977,GGA,I-Li-O,0.037142772499998006,-1.117783785138889,2.0725,3,Monoclinic,2/m,P2_1/c,periodate,Li,None,None,None,None,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-29492,S2I2O11,2.1179554962162737,0.5126051150953105,See-saw,1,4e,1,"[3.141925358152524, 2.796303577859833]",0.0,2.9691144680061785,A2B2C11,1,2,1,"[4.0, 7.0]","[4.0, 7.0]",5.5,4.0,7.0,5.5,4.0,7.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals",2.187536727726873,SCAN,I-O-S,0.005007807000005001,-1.232184532166666,2.6242,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,"O, S",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-29946,IO2F,2.162122243814218,0.5525563439740138,See-saw,1,4a,1,[2.492036983870234],0.0,2.492036983870234,ABC2,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,2.0,2,2,O2-,"Halogens, Nonmetals",1.9212150313586,r2SCAN,F-I-O,0.0,-1.135413572499999,2.8952,3,Orthorhombic,222,P2_12_12_1,iodite,None,None,None,None,None,None,O,"F, I",None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-30002,Sc(IO3)3,1.809825374725505,-0.014653187636644435,See-saw,1,6f,1,[2.6090456117858],0.0,2.6090456117858,AB3C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.8171696413464968,r2SCAN,I-O-Sc,0.0,-1.433463826153846,3.8452,3,Trigonal,-3,R-3,iodate,None,None,Sc,None,None,None,"O, S",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-30143,U(IO4)2,2.54878828161637,-0.8707614004287978,See-saw,1,4e,1,[3.171549440810313],0.0,3.171549440810313,AB2C8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Halogens, Nonmetals",2.1874551845787167,r2SCAN,I-O-U,0.0,-1.820930397272725,2.051699999999999,3,Monoclinic,2/m,P2_1/c,periodate,None,None,None,None,None,None,O,I,None,None,U,"B $\in$ [-1, -0.1]",Negative B
mp-30948,Tb(IO3)3,1.8098437164088161,-0.008093394497449606,Triangular non-coplanar,1,4e,1,"[0.820623935412188, 1.092983937606626, 1.347440119942438]",0.0,1.0870159976537506,AB3C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",1.813953640016929,SCAN,I-O-Tb,0.011002281153846001,-1.10645345576923,3.5406,3,Monoclinic,2/m,P2_1/c,iodate,None,None,None,None,None,None,O,I,None,Tb,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-30984,S(IO3)2,1.983816842628594,0.5911405313635216,Square plane,1,4f,1,[0.840415518826767],0.0,0.840415518826767,AB2C6,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals",2.18540276955552,r2SCAN,I-O-S,0.0,-1.1409133802777771,1.8938000000000001,3,Monoclinic,2/m,C2/c,iodate,None,None,None,None,None,None,"O, S",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-30991,Ba(IO3)2,1.815265119208282,0.004276218295744006,Triangular non-coplanar,1,4f,1,[0.979377720616697],0.0,0.979377720616697,AB2C6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",1.813082652690398,r2SCAN,Ba-I-O,0.0,-1.546153766666666,3.543599999999999,3,Monoclinic,2/m,C2/c,iodate,None,Ba,None,None,None,B,O,I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-31259,Bi(IO3)3,2.137246459398745,0.6795595097157159,"See-saw, Triangular non-coplanar",2,4e,1,"[1.301432747103826, 2.252852934118789, 1.333339405112771]",0.0,1.6292083621117952,AB3C9,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals",2.031052522048602,r2SCAN,Bi-I-O,0.0,-0.5789110451923071,3.0259,3,Monoclinic,2/m,P2_1/c,iodate,None,None,None,None,Bi,B,O,I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-510464,Ce(IO3)3,2.2251342705741237,0.9123677879431765,"See-saw, Triangular non-coplanar",2,4e,1,"[1.074649675939487, 2.185330148243134, 1.473504707327452]",0.0,1.5778281771700244,AB3C9,2,3,1,"[3.0, 4.0, 6.0]","[3.0, 4.0, 6.0]",4.333333333333333,3.0,6.0,4.333333333333333,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",2.1158200177914925,GGA,Ce-I-O,0.031413182961534,-1.081427997884615,0.104699999999999,3,Monoclinic,2/m,P2_1/c,iodate,None,None,None,None,None,None,"C, O",I,None,Ce,None,"B $\in$ [0.5, 1]",Positive B
mp-510661,Gd(IO3)3,2.125210727819409,0.656951534078595,"See-saw, Triangular non-coplanar",2,4e,1,"[2.291675154324468, 1.251837895357642, 1.417590038247049]",0.0,1.6537010293097196,AB3C9,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",2.022947542584327,r2SCAN,Gd-I-O,0.0,-1.092858796730769,1.2373,3,Monoclinic,2/m,P2_1/c,iodate,None,None,None,None,None,None,O,I,None,Gd,None,"B $\in$ [0.5, 1]",Positive B
mp-540618,K3IO5,3.265845205258271,4.161682922945921,Square pyramid,1,4c,1,[0.9971816580603611],0.0,0.9971816580603611,AB3C5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",1.8655959898144103,GGA,I-K-O,0.000291546666666,-1.5089499368611121,1.2925,3,Tetragonal,4/mmm,P4/ncc,hypoiodite,K,None,None,None,None,None,O,I,None,None,None,B > 1,Positive B
mp-540624,NiH4(IO4)2,1.8417376019285299,0.014823194653096564,Triangular non-coplanar,1,8c,1,[0.7670050763824781],0.0,0.7670050763824781,AB2C4D8,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.8343045770217932,GGA_U,H-I-Ni-O,0.004365449999998001,-1.080486455833334,3.1711,4,Orthorhombic,mmm,Pbca,periodate,None,None,Ni,None,None,None,"H, N, O",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-540626,NiH8(IO5)2,1.8453097246672896,0.010765904597360758,Triangular non-coplanar,1,4e,1,[0.921562488386064],0.0,0.921562488386064,AB2C8D10,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.8403331070851723,GGA_U,H-I-Ni-O,0.009748314404761,-1.130861045,3.6538,4,Monoclinic,2/m,P2_1/c,hypoiodite,None,None,Ni,None,None,None,"H, N, O",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
