material_id,chem_formula,R$_0$,B,Dy_chemenv,num_Dy_chemenvs,Dy_wyckoff,num_Dy_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Dy_sites,num_CN_env,num_charge_states,DyX_coordn,DyO_coordn,mean_coordn_Dy-X,min_coordn_Dy-X,max_coordn_Dy-X,mean_coordn_Dy-O,min_coordn_Dy-O,max_coordn_Dy-O,mean_Dy_charge,min_Dy_charge,max_Dy_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_DyO_BondL
mp-1225181,DyYMn2O6,2.195717070511185,0.1518299998442215,Face-capped octahedron,1,"1c, 1b",2,"[2.9041627336715123, 3.161191344700587, 3.195228441385789]",0.0,3.086860839919296,ABC2D6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Dy-Mn-O-Y,0.0,-3.042663056752874,0.0,4,Trigonal,3,P3,oxide,,,"Mn, Y",,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3250882459778563
mp-1225188,EuDyTi2O7,1.6272650808213371,0.8114532185176598,Cube,1,2a,1,[2.306598149832852],0.0,2.306598149832852,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Dy-Eu-O-Ti,0.048682073750009,-3.585377973030303,0.000799999999999,4,Orthorhombic,mmm,Imma,oxide,,,Ti,,,,O,,,"Eu, Dy",,"B $\in$ [0.5, 1]",Positive B,2.434368514539597
mp-1225321,Na12DyY3H48(CO5)12,2.321286467255526,0.0867273645041008,Tricapped triangular prism (three square-face caps),1,1a,1,[1.847429887376443],0.0,1.847429887376443,AB3C12D12E48F60,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,C-Dy-H-Na-O-Y,0.015975238593751,-1.7771761124869,4.482,6,Triclinic,1,P1,oxide,Na,,Y,,,,"H, C, N, O",,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.430320449282801
mp-1225332,DyBiRu2O7,1.6219265034120252,0.8154639843570297,Cube,1,2b,1,[1.954171360253592],0.0,1.954171360253592,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-Dy-O-Ru,0.015838352272724,-2.068749112424242,0.0,4,Orthorhombic,mmm,Imma,oxide,,,Ru,,Bi,B,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.43491436807921
mp-1225336,Dy3Bi(Ru2O7)2,1.7258016821996538,0.6936954614891987,Cube,1,3d,1,[1.7365633771399671],0.0,1.7365633771399671,AB3C4D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-Dy-O-Ru,0.022503571136363,-2.327571992499999,0.0,4,Trigonal,-3m,R-3m,oxide,,,Ru,,Bi,B,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.418342370838316
mp-1225344,Dy2MnSbO7,2.078012434769614,0.3478408035759754,Cube,1,"2c, 2b",2,"[1.9308306387747551, 1.29140354393358]",0.0,1.6111170913541675,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Dy-Mn-O-Sb,0.001163211954542,-2.954274386024032,0.375899999999999,4,Orthorhombic,mmm,Imma,oxide,,,Mn,,,Sb,"O, S",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.4331717409640135
mp-1225362,Dy2CO5,1.949597832968239,0.46249916403489,Cube,1,4f,1,[0.877745007201525],0.0,0.877745007201525,AB2C5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,C-Dy-O,0.0,-3.260041580729167,4.4556,3,Orthorhombic,mmm,Cmcm,oxide,,,,,,,"C, O",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3917679032332355
mp-1225368,Dy2Mn3Sb3O14,2.1268326454378856,0.2875841968311645,Cube,1,"1d, 1b",2,"[2.251949271069766, 1.775693614702444]",0.0,2.0138214428861048,A2B3C3D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Dy-Mn-O-Sb,0.024527031931836,-2.4549957407784757,1.133099999999998,4,Monoclinic,2/m,C2/m,oxide,,,Mn,,,Sb,"O, S",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.4404736715342574
mp-1225383,Dy2YTaO7,2.080510257275776,0.3076197109792699,Pentagonal bipyramid,1,4g,1,[3.72866212072688],0.0,3.72866212072688,ABC2D7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Dy-O-Ta-Y,0.002600419999989,-3.7473040726363713,3.3865,4,Orthorhombic,mmm,Cmcm,oxide,,,"Y, Ta",,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3377079563613785
mp-1225388,DyBi3(Ru2O7)2,1.53614025015341,0.9120896791618126,Cube,1,1b,1,[2.0815012411796],0.0,2.0815012411796,AB3C4D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-Dy-O-Ru,0.009338798409091,-1.809760567348484,0.0,4,Trigonal,-3m,R-3m,oxide,,,Ru,,Bi,B,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.445715319074427
mp-1225428,Dy2VFeO6,1.036583180856001,1.5539149410045028,Square-face bicapped trigonal prism,1,4e,1,[1.4790839391737212],0.0,1.4790839391737212,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Dy-Fe-O-V,0.023038897500006,-3.061456642833333,1.3296,4,Monoclinic,2/m,P2_1/c,oxide,,,"V, Fe",,,,O,F,,Dy,,B > 1,Positive B,2.4282537351125852
mp-1225509,Dy2CrSbO7,2.0163808042196374,0.3970379691644808,Cube,1,"2c, 2a",2,"[1.908309261687883, 1.3901228470587]",0.0,1.6492160543732914,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Cr-Dy-O-Sb,0.0,-3.048827102575755,1.894299999999999,4,Orthorhombic,mmm,Imma,oxide,,,Cr,,,Sb,"C, O, S",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.4279952279120716
mp-1225574,Dy5Si2BO13,2.04384451923543,0.4041316034837258,"Tricapped triangular prism (three square-face caps), Pentagonal bipyramid",2,"2c, 1a, 1b",3,"[2.5472626636358, 3.287034809666247, 2.9068948226178213, 2.135119005198345, 2.328318879042937, 2.510249632279315, 2.324296484938184, 2.504520916817534]",0.0,2.5679621517745232,AB2C5D13,2,3,1,"[6.0, 7.0, 9.0]","[6.0, 7.0, 9.0]",7.333333333333333,6.0,9.0,7.333333333333333,6.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Dy-O-Si,0.026577750119047,-3.7188440825,4.5395,4,Monoclinic,m,Pm,oxide,,,,,,"B, Si","O, S",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.421420225841107
mp-1225644,Dy2Mn(GeO3)4,2.025688310940719,0.3661217891433027,"Square antiprism, Octahedron",2,"2b, 2f",2,"[1.186292145062187, 0.027111092035760002]",0.0,0.6067016185489735,AB2C4D12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Dy-Ge-Mn-O,0.009490017368418,-2.6642111621718083,2.0967,4,Orthorhombic,mmm,Cmme,oxide,,,Mn,,,Ge,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.342913816340647
mp-1225661,Dy5(ReO6)2,2.317527193582772,0.0353773392118087,"Square-face capped trigonal prism, Octahedron",2,2e,1,"[3.731941992682016, 3.015794529140549, 3.892860196136585, 2.849235823484512, 1.064606991862773]",0.0,2.9108879066612867,A2B5C12,2,3,2,"[7.0, 6.0, 7.0]","[7.0, 6.0, 7.0]",6.666666666666667,6.0,7.0,6.666666666666667,6.0,7.0,2.6666666666666665,2.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Dy-O-Re,0.0,-3.354670727017543,0.0,3,Monoclinic,2/m,P2_1/m,oxide,,,Re,,,,O,,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.35073840750105
mp-1225780,Dy2Si2O7,2.010820554856888,0.4157127302795989,"Dodecahedron with triangular faces - p2345 plane normalized, Octahedron, Square antiprism, Square-face bicapped trigonal prism, Square-face capped trigonal prism",5,1a,1,"[2.000848163473278, 2.903527742450333, 1.978101626691173, 2.002235909516229, 2.765772737812551, 2.814063017532998, 3.147536104885823, 3.215104721615216, 2.95943389239698, 3.501539586283945, 2.381496366086262, 2.345898159597672]",0.0,2.6679631690285386,A2B2C7,5,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Dy-O-Si,0.005895590530307,-3.513582143030303,4.5344,3,Triclinic,1,P1,oxide,,,,,,Si,"O, S",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.407170271341862
mp-1227760,Ca2Dy3Sb3O14,2.10579537170399,0.2906165675077757,"Dodecahedron with triangular faces - p2345 plane normalized, Octahedron",2,"4f, 2e",2,"[2.579790846666766, 4.363336922877381]",0.0,3.4715638847720736,A2B3C3D14,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ca-Dy-O-Sb,0.036645214090908,-2.9736391149999992,2.5795999999999992,4,Monoclinic,2/m,C2/c,oxide,,Ca,,,,Sb,"C, O, S",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.342584413820933
mp-1227805,CaDy2(GeO3)4,1.999232944121469,0.4123818448236931,"Square antiprism, Octahedron",2,"2b, 2f",2,"[1.123251241682357, 0.049053086439886005]",0.0,0.5861521640611215,AB2C4D12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ca-Dy-Ge-O,0.005870965877186,-2.8294352575438597,3.179699999999999,4,Orthorhombic,mmm,Cmme,oxide,,Ca,,,,Ge,"C, O",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3551209346644746
mp-1228068,Ba6Dy2Al4O15,2.066553279783169,0.3193748179339707,Octahedron,1,2c,1,[0.222966464951234],0.0,0.222966464951234,A2B4C6D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ba-Dy-O,0.033519369444444,-3.380322054012345,1.9634,4,Orthorhombic,mm2,Amm2,oxide,,Ba,,,Al,B,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.2787902329644365
mp-1228235,Ba4Dy2Cu6NiO15,2.3564883289021448,0.0576363503928237,Cube,1,1b,1,"[0.02830114107309, 0.035599633834874]",0.0,0.031950387453982,AB2C4D6E15,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Cu-Dy-Ni-O,0.022608603392849,-2.124594004583333,0.0,5,Orthorhombic,mm2,Amm2,oxide,,Ba,"Ni, Cu",,,B,"C, N, O",,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4164103445659637
mp-1228297,Ba3DyIrRuO9,1.7897237362996576,0.6328380192105847,Octahedron,1,2a,1,[0.011222230798063],0.0,0.011222230798063,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Dy-Ir-O-Ru,0.0,-2.587928129111111,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,O,I,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.22869260893645
mp-1228336,Ba3Dy2MoO9,1.6077964644730016,0.9237809177982844,Octahedron,1,"1d, 1a, 2i",3,"[0.17169841930950702, 0.15863931094550301, 0.09747363846581]",0.0,0.14260378957360667,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Dy-Mo-O,0.0,-3.177327449555555,1.3959,4,Orthorhombic,mmm,Immm,oxide,,Ba,Mo,,,B,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.2559162037225016
mp-1228348,Ba3Dy2WO9,1.619368877007145,0.9081181968204856,Octahedron,1,"1d, 1a, 2i",3,"[0.170606657644713, 0.162932005247059, 0.09004959197404501]",0.0,0.14119608495527233,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Dy-O-W,0.0,-3.264355978222221,2.2084,4,Orthorhombic,mmm,Immm,oxide,,Ba,W,,,B,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.256629285574458
mp-1228722,Ba4Sr2Dy2Co4O15,2.354325943994505,0.1295155107565311,Square-face bicapped trigonal prism,1,2a,1,"[1.560682373723974, 1.873422758824246]",0.0,1.71705256627411,A2B2C4D4E15,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Co-Dy-O-Sr,0.002277703518513,-2.591078676975308,1.351899999999999,5,Monoclinic,m,Cc,oxide,,"Sr, Ba",Co,,,B,"C, O, S",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.452324698418102
mp-12315,DyBO3,2.094655065376357,0.3111638007505486,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",2,2i,1,"[5.3534412304988415, 3.091733866353835]",0.5,4.222587548426338,ABC3,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,B-Dy-O,0.0,-3.524008406666664,5.3594,3,Triclinic,-1,P-1,orthoborate,,,,,,B,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3835922336405364
mp-1232352,Dy2CrFeO6,0.7471839955236965,1.9043999554268336,Square-face bicapped trigonal prism,1,4e,1,[1.731301908891893],0.0,1.731301908891893,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-Dy-Fe-O,0.0,-3.043554594833332,2.224199999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,"Cr, Fe",,,,"C, O",F,,Dy,,B > 1,Positive B,2.4453912836245113
mp-1237296,KDyH2S2O9,2.309707035585036,0.070565290497858,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[1.456092732200698],0.0,1.456092732200698,ABC2D2E9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Dy-H-K-O-S,0.00165021958333,-2.2922648714277782,5.4769,5,Monoclinic,2/m,P2_1/c,oxide,K,,,,,,"H, O, S",,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3820921995569497
mp-13064,Dy2O3,1.8691363786046584,0.62908173443211,Face-capped octahedron,1,2d,1,[2.8070712476448083],0.0,2.8070712476448083,A2B3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Dy-O,0.045606506249999,-3.887032614,4.1997,2,Trigonal,-3m,P-3m1,oxide,,,,,,,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.367781569141235
mp-14968,Dy2Ru2O7,1.7856660111612983,0.5943339768405795,Cube,1,4d,1,[1.452840028727748],0.0,1.452840028727748,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-O-Ru,0.019741070909086,-2.595822591666666,0.0,3,Cubic,m-3m,Fd-3m,oxide,,,Ru,,,,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.3783652029617306
mp-1516677,BaSrDyBiO6,2.1863690355230028,0.0828177508720003,Octahedron,1,4u,1,[0.074478784970119],0.0,0.074478784970119,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-Dy-O-Sr,0.015941970749999,-2.826014188416667,1.803,5,Orthorhombic,222,P222,oxide,,"Sr, Ba",,,Bi,B,"O, S",,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.244222671246989
mp-1518293,BaSrDyNbO6,2.1352219414691964,0.1761452777865457,Octahedron,1,4u,1,[0.076977714771833],0.0,0.076977714771833,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Dy-Nb-O-Sr,0.00969837575,-3.452736242166666,2.979199999999999,5,Orthorhombic,222,P222,oxide,,"Sr, Ba",Nb,,,B,"N, O, S",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.257418121829168
mp-1518454,BaSrDyNbO6,2.2185022020201464,0.0577417667375746,Octahedron,1,"1c, 1f",2,"[0.022093847416751, 0.03570338304191]",0.0,0.0288986152293305,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Dy-Nb-O-Sr,0.008255261249999,-3.454179356666666,3.0423,5,Triclinic,-1,P-1,oxide,,"Sr, Ba",Nb,,,B,"N, O, S",,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2585752751162556
mp-1518893,BaSrDySbO6,1.9601772451455752,0.4057024596535741,Octahedron,1,4u,1,[0.041202486951584],0.0,0.041202486951584,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ba-Dy-O-Sb-Sr,0.016323772999999,-3.084911952916665,3.4846999999999992,5,Orthorhombic,222,P222,oxide,,"Sr, Ba",,,,"B, Sb","O, S",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.2419384190761225
mp-1518907,BaSrDySbO6,2.1235042068689287,0.1815060359073794,Octahedron,1,"1d, 1g",2,"[0.029951440163731004, 0.048898356791918]",0.0,0.0394248984778245,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ba-Dy-O-Sb-Sr,0.01617874325,-3.085056982666665,3.549699999999999,5,Triclinic,-1,P-1,oxide,,"Sr, Ba",,,,"B, Sb","O, S",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.249483930573288
mp-1520532,SrCaDyBiO6,2.376604167164149,-0.1737712187550566,Octahedron,1,1a,1,[0.24072082160527203],0.0,0.24072082160527203,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-Ca-Dy-O-Sr,0.0,-2.8320906721666663,1.6487,5,Monoclinic,m,Cm,oxide,,"Ca, Sr",,,Bi,B,"C, O, S",,,Dy,,"B $\in$ [-1, -0.1]",Negative B,2.25500505644039
mp-1520639,SrCaDyBiO6,2.200703762239475,0.0513947732885713,Octahedron,1,4u,1,[0.062183354181624004],0.0,0.062183354181624004,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-Ca-Dy-O-Sr,0.046028391249987,-2.7860622809166653,2.0327,5,Orthorhombic,222,P222,oxide,,"Ca, Sr",,,Bi,B,"C, O, S",,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2365962631783156
mp-1520660,BaCaDyBiO6,2.0697281198039743,0.2671125423181796,Octahedron,1,4f,1,[0.050229519867865],0.0,0.050229519867865,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-Ca-Dy-O,0.006547015874996,-2.804833726166667,1.7625000000000002,5,Orthorhombic,mmm,Pnnn,oxide,,"Ca, Ba",,,Bi,B,"C, O",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.2562786274042272
mp-1520670,BaCaDyBiO6,2.616287212720087,-0.5021429300234919,Octahedron,1,"1d, 1g",2,"[0.203799799499567, 0.126474821586776]",0.0,0.1651373105431715,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-Ca-Dy-O,0.002109772374996,-2.809270969666667,1.7884000000000002,5,Triclinic,-1,P-1,oxide,,"Ca, Ba",,,Bi,B,"C, O",,,Dy,,"B $\in$ [-1, -0.1]",Negative B,2.2675163809601737
mp-1522331,BaSrDyWO6,2.0560055778403967,0.2895991292446123,Octahedron,1,4u,1,[0.07065449766338601],0.0,0.07065449766338601,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Dy-O-Sr-W,0.013495314124991,-3.138968535166667,1.868599999999999,5,Orthorhombic,222,P222,oxide,,"Sr, Ba",W,,,B,"O, S",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.2569079642979
mp-15481,DyCu(MoO4)2,2.3262464133678527,0.0434783183217236,Square antiprism,1,8c,1,[0.41432250549285604],0.0,0.41432250549285604,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-Dy-Mo-O,0.013326153437501,-2.278202888993056,2.0132,4,Orthorhombic,mmm,Pbca,oxide,,,"Cu, Mo",,,,"C, O",,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.384781194414837
mp-15492,DyTa7O19,2.004306469861306,0.4563247086740397,Bicapped octahedron (opposed cap faces),1,2a,1,[4.6470863722203735],0.0,4.6470863722203735,AB7C19,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Dy-O-Ta,0.004469732962967,-3.197609691345675,3.2175,3,Hexagonal,-6m2,P-6c2,oxide,,,Ta,,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.462082989783987
mp-16164,Dy3Si3O10F,1.979331644438512,0.4885056518234736,"Dodecahedron with triangular faces - p2345 plane normalized, Square-face capped trigonal prism, Pentagonal bipyramid",3,4e,1,"[3.828104396303392, 1.14463267877053, 2.89920818105682]",0.0,2.623981752043581,AB3C3D10,3,2,1,"[6.0, 7.0]","[5.0, 6.0]",6.5,6.0,7.0,5.5,5.0,6.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Halogens, Lanthanides, Metalloids, Nonmetals",GGA,Dy-F-O-Si,0.0,-3.718324769999999,5.2743,4,Monoclinic,2/m,P2_1/c,fluoride,,,,,,Si,"O, S",F,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.337130889850605
mp-16587,Dy4Si2S3O7,2.166904591878488,0.2518434680235833,"Trigonal prism, Tricapped triangular prism (three square-face caps)",2,"8g, 8h",2,"[1.70736120126182, 1.454256742664822]",0.0,1.5808089719633212,A2B3C4D7,2,2,1,"[9.0, 6.0]","[6.0, 3.0]",7.5,6.0,9.0,4.5,3.0,6.0,3.0,3.0,3.0,2.0,2,2,"S2-, O2-","Lanthanides, Metalloids, Nonmetals",GGA,Dy-O-S-Si,0.013004068437499,-3.168493908782551,2.68,4,Tetragonal,4/mmm,I4_1/amd,oxide,,,,,,Si,"O, S",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.423693522195726
