material_id,chem_formula,R$_0$,B,Ta_chemenv,num_Ta_chemenvs,Ta_wyckoff,num_Ta_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ta_sites,num_CN_env,num_charge_states,TaX_coordn,TaO_coordn,mean_coordn_Ta-X,min_coordn_Ta-X,max_coordn_Ta-X,mean_coordn_Ta-O,min_coordn_Ta-O,max_coordn_Ta-O,mean_Ta_charge,min_Ta_charge,max_Ta_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_TaO_BondL
mp-2713797,Ta3InSi3(SO8)3,1.927529774492207,0.3759284423078571,Octahedron,1,1a,1,"[0.344801267734186, 0.294808753736501, 0.211492380359935, 0.248926086871179, 0.30654276381267703, 0.35455824679256104, 0.255045759114436, 0.139818679847554, 0.185927592817126]",0.0,0.2602135034540172,AB3C3D3E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,In-O-S-Si-Ta,0.046971199975489,-2.644441937632353,2.0852,5,Triclinic,1,P1,oxide,,,Ta,,In,Si,"O, S",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0134220102717753
mp-2713800,Ta3Ga(PO4)6,1.9078014539849373,0.3783428620884073,Octahedron,1,"1a, 1b, 1c",3,"[0.002422708821471, 0.033680999099653004, 0.039828515420178005, 0.005257686860856, 0.044057117479287006, 0.055992702736335005, 0.004923664025274, 0.028585762445761, 0.040101051143978]",0.0,0.028316689781421447,AB3C6D24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ga-O-P-Ta,0.0,-2.918549285314426,2.4635,4,Trigonal,3,P3,phosphate,,,Ta,,Ga,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9784730848276633
mp-2713808,Mg2Ta10Si9(SO8)9,1.9117114065567111,0.4071501588317919,Octahedron,1,1a,1,"[0.18547045215524802, 0.271226392473294, 0.14709715620771802, 0.09945498034460201, 0.46271527190008904, 0.219409058777355, 0.30677579219689005, 0.200622487598135, 0.184315594590822, 0.15209635045453201]",0.0,0.2229183536698685,A2B9C9D10E72,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Mg-O-S-Si-Ta,0.025480545955931,-2.759758399763073,1.5126,5,Triclinic,1,P1,oxide,,Mg,Ta,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0037079993398175
mp-2713825,NaTaTi3Si3(SO8)3,1.926243995269018,0.2984886119685807,Octahedron,1,1a,1,"[0.131133498110864, 0.168727688748802, 0.24665855391268202]",0.0,0.182173246924116,ABC3D3E3F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-S-Si-Ta-Ti,0.041011538803569,-2.778510473606075,1.6658,6,Triclinic,1,P1,oxide,Na,,"Ti, Ta",,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.99494586533487
mp-2713832,NaHf3TaSi3(SO8)3,1.9272282119136712,0.3881297055043619,Octahedron,1,1a,1,"[0.201833130436638, 0.274783426617493, 0.367858922399311]",0.0,0.2814918264844806,ABC3D3E3F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Hf-Na-O-S-Si-Ta,0.032868713011904,-2.923009787987028,2.2947,6,Triclinic,1,P1,oxide,Na,,"Hf, Ta",,,Si,"H, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.01655456784871
mp-2713839,Na2Sc3Ta5(PO4)12,1.900014271965232,0.4647801846136211,Octahedron,1,1a,1,"[0.046369591366978005, 0.043903264206732004, 0.045908984206235, 0.05891283876259801, 0.040811919091331, 0.055631392465470005, 0.06255778485766, 0.09912401138588801, 0.138421249124891, 0.10124253727326701, 0.069333619357362, 0.053175175740163005, 0.034339801543125, 0.025990675157235, 0.016064442207157]",0.0,0.0594524857830728,A2B3C5D12E48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-Sc-Ta,0.0,-3.077605275716279,2.6187,5,Triclinic,1,P1,phosphate,Na,,"Sc, Ta",,,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9853961065781698
mp-2713856,ScTa3(PO4)6,1.9128890479442773,0.3942371538897409,Octahedron,1,"1a, 1b, 1c",3,"[0.052422594933708, 0.05472879568417301, 0.08472023355649301, 0.011465746134577001, 0.039032229777718, 0.109599011235377, 0.026723196540851, 0.032526646579401006, 0.046926569716535006]",0.0,0.050905002684314776,AB3C6D24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,O-P-Sc-Ta,0.0,-3.068074893966387,2.372499999999999,4,Trigonal,3,P3,phosphate,,,"Sc, Ta",,,,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9865307753771033
mp-2713872,Na2Ta5Al3(PO4)12,1.8980191126831056,0.4184228535570815,no_data,1,no_data,1,no_data,0.0,no_data,A2B3C5D12E48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Na-O-P-Ta,0.0,-3.004203203692471,2.6824,5,Triclinic,1,P1,phosphate,Na,,Ta,,Al,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9748828431581429
mp-2713878,LaTa3(PO4)6,1.9064464038126232,0.4764165165872477,Octahedron,1,"1a, 1b, 1c",3,"[0.6062970597804831, 0.11840275377778701, 0.250753236369263, 0.021819173601713003, 0.46428951506033306, 0.6261177325030021, 0.550310150645126, 0.30992294053274805, 0.231608896045805]",0.0,0.35328016203514,AB3C6D24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,La-O-P-Ta,0.018969696102944,-3.052155011907562,2.5369,4,Trigonal,3,P3,phosphate,,,Ta,,,,"O, P",,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.9954366533111156
mp-2713881,Na3Mg2Ta4(PO4)9,1.778205153337651,1.1496390046344955,Octahedron,1,"2b, 2c, 2a",3,"[0.217451667718098, 0.063517321684336, 0.011847730821916001, 0.09249038012567601]",0.0,0.0963267750875065,A2B3C4D9E36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Mg-Na-O-P-Ta,0.009485732777784,-2.946782848152907,2.7811,5,Trigonal,3m,P3c1,phosphate,Na,Mg,Ta,,,,"N, O, P",,,,,B > 1,Positive B,1.9883277086823563
mp-2713892,Na9Ta4Zn8P9(SO8)9,1.8823234169914544,0.6205347560126528,Octahedron,1,1a,1,"[0.204169714669992, 0.198203792811064, 0.152247638391824, 0.14469581644263102]",0.0,0.17482924057887778,A4B8C9D9E9F72,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-S-Ta-Zn,0.048596393868242,-2.369796917802098,2.9523,6,Triclinic,1,P1,oxide,Na,,"Zn, Ta",,,,"N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.9975342387625112
mp-2713900,CaTa5(PO4)9,1.9184449067341065,0.365428915300296,Octahedron,1,"2b, 2c, 2a",3,"[0.266579132502746, 0.15129158509581903, 0.009677678181816, 0.267632183825441, 0.147973754150827]",0.0,0.16863086675132982,AB5C9D36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-O-P-Ta,0.0,-3.01214270938142,3.142699999999999,4,Trigonal,3m,P3c1,phosphate,,Ca,Ta,,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9865402338380878
mp-2713916,NaHf3Ta(PO4)6,1.927929793169783,0.3088592893032619,Octahedron,1,"1a, 1b",2,"[0.003648301583774, 0.05295689045423901, 0.003932919160553001]",0.0,0.020179370399522004,ABC3D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Hf-Na-O-P-Ta,0.003661062095238,-3.204908886663898,3.5298,5,Trigonal,3,P3,phosphate,Na,,"Hf, Ta",,,,"H, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9843775031995163
mp-2713918,Mg4Ta2(SO4)9,1.8776956073978428,0.6457547635271861,Octahedron,1,"2c, 2a",2,"[0.04661689252554, 0.06791714408072201]",0.0,0.05726701830313101,A2B4C9D36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Mg-O-S-Ta,0.0,-2.300773467199347,3.0504,4,Trigonal,3m,P3c1,sulfate,,Mg,Ta,,,,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.9986760312559129
mp-2713922,Ta3GaSi3(SO8)3,1.9239458104182112,0.3479208200632059,Octahedron,1,1a,1,"[0.270223066192872, 0.21311447623307303, 0.15371800214060602, 0.184807186631565, 0.21937878803263203, 0.34490830369317704, 0.21570606959628902, 0.133771932485439, 0.127843514707441]",0.0,0.2070523710792327,AB3C3D3E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ga-O-S-Si-Ta,0.035192763112744,-2.661269144519609,2.3744,5,Triclinic,1,P1,oxide,,,Ta,,Ga,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.003439980037175
mp-2713923,Na3Ca2Ta4(PO4)9,1.7698831059141864,1.2803528194781086,Octahedron,1,"2b, 2c, 2a",3,"[0.34346856530019204, 0.16297085421138802, 0.03207113047421, 0.222271217768432]",0.0,0.19019544193855548,A2B3C4D9E36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-Na-O-P-Ta,0.043101792546305,-2.957790122319575,2.7192,5,Trigonal,3m,P3c1,phosphate,Na,Ca,Ta,,,,"C, N, O, P",,,,,B > 1,Positive B,2.0038974488864443
mp-2713925,YTa3(PO4)6,1.907001547697161,0.4487970115839489,Octahedron,1,"1a, 1b, 1c",3,"[0.288499968710261, 0.09276231774890101, 0.18375561512805103, 0.024062201436163003, 0.15435770011111902, 0.341803954352277, 0.19068249822865002, 0.12808427274831302, 0.122536574566818]",0.0,0.16961612255895037,AB3C6D24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,O-P-Ta-Y,0.0015696508701,-2.806357548133055,2.5192,4,Trigonal,3,P3,phosphate,,,"Y, Ta",,,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.990836459405996
mp-2713931,Na2Y3Ta5(PO4)12,1.8940882667510184,0.5419853686806971,Octahedron,1,1a,1,"[0.23661854150028303, 0.22499639007857503, 0.265913629715173, 0.32329281585371805, 0.153223592344645, 0.152882963037061, 0.328384274402853, 0.255461520812704, 0.335158449641605, 0.30733561143264904, 0.24701044873771802, 0.20234296453795403, 0.16651298949964802, 0.08130884927906701, 0.078332830825471]",0.0,0.2239183914466083,A2B3C5D12E48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-Ta-Y,0.012563382964266,-3.076714237644851,2.7063,5,Triclinic,1,P1,phosphate,Na,,"Y, Ta",,,,"N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.9936508612106483
mp-2713941,Ca4Ta2(SO4)9,1.865008627835956,0.7775657205450704,Octahedron,1,"2c, 2a",2,"[0.357233419701036, 0.271159652620517]",0.0,0.3141965361607765,A2B4C9D36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-O-S-Ta,0.0,-2.398444024846406,3.1421,4,Trigonal,3m,P3c1,sulfate,,Ca,Ta,,,,"C, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.0106831352256607
mp-2713953,NaTaTi3(PO4)6,1.923334831064181,0.2805842558305134,Octahedron,1,"1a, 1b",2,"[0.007598167816193001, 0.057875452843236, 0.010133332976361]",0.0,0.02520231787859667,ABC3D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-Ta-Ti,0.006232616095221,-3.022760592092471,2.3577,5,Trigonal,3,P3,phosphate,Na,,"Ti, Ta",,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9746146424628546
mp-2713962,Ta3Al(PO4)6,1.908984620419844,0.3534256996830494,Octahedron,1,"1a, 1b, 1c",3,"[0.014445241889843, 0.038746659732362, 0.029846337200553002, 0.008309869716476001, 0.051653228896002004, 0.044400189223997, 0.009944291247331, 0.042805329953568005, 0.044317555828273]",0.0,0.03160763374315611,AB3C6D24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-O-P-Ta,0.0,-3.017270685780112,2.4751,4,Trigonal,3,P3,phosphate,,,Ta,,Al,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.975002582395671
mp-2713978,ScTa3Si3(SO8)3,1.9266051668155453,0.3762859037088751,Octahedron,1,1a,1,"[0.311321597415051, 0.29784190500407903, 0.195535720221431, 0.242972092370512, 0.268562955421847, 0.323048768662673, 0.24015528193878102, 0.134981127808669, 0.175444105622931]",0.0,0.24331817271844156,AB3C3D3E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,O-S-Sc-Si-Ta,0.043475036470587,-2.811405096308824,2.2228,5,Triclinic,1,P1,oxide,,,"Sc, Ta",,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0125853068132087
mp-2713980,NaTaSn3(PO4)6,1.956275498136588,0.1217468285055373,Octahedron,1,"1a, 1b",2,"[0.008530550388446, 0.06170985029405, 0.009735502133432002]",0.0,0.026658634271976,ABC3D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Na-O-P-Sn-Ta,0.003593696952379,-2.643721787187708,3.344,5,Trigonal,3,P3,phosphate,Na,,Ta,,Sn,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9785261394142815
mp-2713983,NaTa3Zn(PO4)6,1.8920135374097675,0.4896611428344859,Octahedron,1,"1a, 1b, 1c",3,"[0.051922371624099004, 0.033612652989284, 0.03994483985442, 0.058186316193253006, 0.10157366743115201, 0.14960292432256903, 0.048221558088441, 0.034932019129172, 0.063576005119968]",0.0,0.06461915052803978,ABC3D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-Ta-Zn,0.010230615511904,-2.878397028987708,1.8389,5,Trigonal,3,P3,phosphate,Na,,"Zn, Ta",,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9831646498415456
mp-2713985,Ta5Zn(PO4)9,1.918026911528801,0.3443778280470916,Octahedron,1,"2b, 2c, 2a",3,"[0.018933406127019003, 0.040081643395569, 0.006943090456684, 0.070643437982949, 0.032597852028602]",0.0,0.0338398859981646,AB5C9D36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,O-P-Ta-Zn,0.0,-2.932553191048087,3.0697,4,Trigonal,3m,P3c1,phosphate,,,"Zn, Ta",,,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9821971314652072
mp-2713989,Na2Ta5Ga3(PO4)12,1.902991733607731,0.4031946088435799,Octahedron,1,1a,1,"[0.0077838872053740005, 0.008666707075783, 0.008658919831537, 0.015612383737266, 0.016776070564793, 0.035871755069404, 0.013157724918798, 0.063605878881669, 0.078346993503356, 0.04972069445169, 0.037788730159009, 0.014239349956161001, 0.010673334032305, 0.027193688922827003, 0.017038290902804003]",0.0,0.02700896061418507,A2B3C5D12E48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ga-Na-O-P-Ta,0.000855865535715,-2.86281107596628,2.7723,5,Triclinic,1,P1,phosphate,Na,,Ta,,Ga,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9770585528293092
mp-2714004,NaCaTa3(PO4)6,1.884492289402556,0.5684061023894816,Octahedron,1,"1a, 1b, 1c",3,"[0.12037555313748101, 0.171473132155121, 0.14040386760925502, 0.20792125028607902, 0.09717033034825001, 0.408191035614384, 0.148354610989879, 0.25529643548852504, 0.281815932656985]",0.0,0.20344468314288436,ABC3D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-Na-O-P-Ta,0.014648424154765,-2.99627003898771,1.7221000000000002,5,Trigonal,3,P3,phosphate,Na,Ca,Ta,,,,"C, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.990400331540898
mp-2714019,NaZr3TaSi3(SO8)3,1.9276729666901893,0.3737900746753442,Octahedron,1,1a,1,"[0.18405393240331303, 0.28572825886617703, 0.349157873268297]",0.0,0.2729800215125957,ABC3D3E3F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-S-Si-Ta-Zr,0.034117610654758,-2.8696415121775063,2.5233,6,Triclinic,1,P1,oxide,Na,,"Zr, Ta",,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.013703441084037
mp-2714027,Na3Mg5Ta(SO4)9,2.0807771991335806,-0.5551203803891799,Octahedron,1,2b,1,[0.047484466562825005],0.0,0.047484466562825005,AB3C5D9E36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Mg-Na-O-S-Ta,0.0,-2.328779746092061,2.1718,5,Trigonal,3m,P3c1,sulfate,Na,Mg,Ta,,,,"N, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9794732494206906
mp-2714042,Na5Y3TaSiP5O24,1.912939825022135,0.5375930683150747,Octahedron,1,1a,1,"[0.305926206177742, 0.114340704055279, 0.24484623603495903]",0.0,0.22170438208932666,ABC3D5E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-P-Si-Ta-Y,0.049673015299135,-3.067380037626774,3.2062,6,Triclinic,1,P1,oxide,Na,,"Y, Ta",,,Si,"N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.0119768870412624
mp-2714048,Na3Ta4Zn8P3(S5O24)3,1.909707818929148,0.4086370171915896,Octahedron,1,1a,1,"[0.033730436581630004, 0.164772738781837, 0.159670688550614, 0.037113137324450006]",0.0,0.09882175030963275,A3B3C4D8E15F72,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-P-S-Ta-Zn,0.011093218103177,-2.158114006046665,2.9604,6,Triclinic,1,P1,oxide,Na,,"Zn, Ta",,,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9863805367790954
mp-2714059,Na7Ca3Ta(PO4)6,1.874691725451776,0.7076198037773247,Octahedron,1,1a,1,"[0.581170981776837, 0.19956705428603702, 0.280883196004037]",0.0,0.3538737440223037,AB3C6D7E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-Na-O-P-Ta,0.029931918999996,-2.879883179386479,3.0214,5,Triclinic,1,P1,phosphate,Na,Ca,Ta,,,,"C, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.0042747398756933
mp-2714161,NaTa4Si3(PO8)3,1.9092511636495093,0.4052655908946193,Octahedron,1,1a,1,"[0.06067303943571101, 0.115107373294609, 0.04643800157334001, 0.08907780371891401, 0.044227131090257006, 0.12348907710947901, 0.122097084758158, 0.04222911796833, 0.048273584454021, 0.039276979600732, 0.07203568992438901, 0.065478410397522]",0.0,0.07236694111045516,AB3C3D4E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-P-Si-Ta,0.01009388785715,-3.135772676418321,3.2478,5,Triclinic,1,P1,oxide,Na,,Ta,,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9866366756271678
mp-2714200,Na3Ca5Ta(SO4)9,2.1108558188732607,-0.685124319439074,Octahedron,1,2b,1,[0.06684367278806401],0.0,0.06684367278806401,AB3C5D9E36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-Na-O-S-Ta,0.01169752127777,-2.445347392573541,2.4928999999999992,5,Trigonal,3m,P3c1,sulfate,Na,Ca,Ta,,,,"C, N, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9858632949370998
mp-2714203,Na6Ca16Ta8Si3(S11O48)3,1.9009805348146864,0.5950577726027486,Octahedron,1,1a,1,"[0.389781187966713, 0.275995162270806, 0.24504279325514802, 0.202414662329331, 0.45441785881518304, 0.164175852349282, 0.340045332117666, 0.428159607509949]",0.0,0.31250405707675977,A3B6C8D16E33F144,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-Na-O-S-Si-Ta,0.042253794288093,-2.452905102283059,0.6937,6,Triclinic,1,P1,oxide,Na,Ca,Ta,,,Si,"C, N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.01718123004381
mp-2714208,Na6Mg16Ta8Si3(S11O48)3,1.8961014481557783,0.5113348708869939,Octahedron,1,1a,1,"[0.175253283426506, 0.077133699427108, 0.049839599913870006, 0.12200834641723302, 0.192194407900126, 0.050727451549135, 0.11634162054192401, 0.123295908639308]",0.0,0.11334928972690125,A3B6C8D16E33F144,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Mg-Na-O-S-Si-Ta,0.027860008765313,-2.366258822664012,0.532099999999999,6,Triclinic,1,P1,oxide,Na,Mg,Ta,,,Si,"N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.9959229226587991
mp-2714209,Na2Ta8Si9(SO16)3,1.912616024743354,0.4173016005808443,Octahedron,1,1a,1,"[0.26987173331185205, 0.21279769868126702, 0.1710135130866, 0.253185329232242, 0.286705415210102, 0.247771800300209, 0.200161028447035, 0.19437794232813302, 0.35305751743553604, 0.22519523698055702, 0.26876920589873704, 0.306685077126905, 0.24387539759342902, 0.209335719158172, 0.27622554611064604, 0.234659250931244, 0.225298978891696, 0.249856851458015, 0.287066160582078, 0.11429726087134401, 0.284194999461303, 0.22540372450051802, 0.13742728919684002, 0.291040951938951]",0.0,0.2403447345305588,A2B3C8D9E48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-S-Si-Ta,0.014908324857113,-3.009737852984647,3.1049,5,Triclinic,1,P1,oxide,Na,,Ta,,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0030792780068314
mp-2714215,Na3TaZn5(SO4)9,2.120457486273936,-0.7349209201217051,Octahedron,1,2b,1,[0.055578190335733],0.0,0.055578190335733,AB3C5D9E36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Na-O-S-Ta-Zn,0.002569308645827,-2.00936122285132,2.459,5,Trigonal,3m,P3c1,sulfate,Na,,"Zn, Ta",,,,"N, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.986342107473675
