material_id,chem_formula,R$_0$,B,Ho_chemenv,num_Ho_chemenvs,Ho_wyckoff,num_Ho_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ho_sites,num_CN_env,num_charge_states,HoX_coordn,HoO_coordn,mean_coordn_Ho-X,min_coordn_Ho-X,max_coordn_Ho-X,mean_coordn_Ho-O,min_coordn_Ho-O,max_coordn_Ho-O,mean_Ho_charge,min_Ho_charge,max_Ho_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_HoO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1220088,NdHoZr2O7,1.7596149103088972,0.7246416234406758,Cube,1,2b,1,[1.5643067521261451],0.0,1.5643067521261451,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.4796837029921326,GGA,Ho-Nd-O-Zr,0.039801063749994,-3.800226406022737,3.0438,4,Orthorhombic,mmm,Imma,oxide,None,None,Zr,None,None,None,"H, N, O",None,None,"Nd, Ho",None,"B $\in$ [0.5, 1]",Positive B
mp-1220266,Nd3HoZr4O14,1.676028344466475,0.8112867074754396,Cube,1,1b,1,[1.7180624645694031],0.0,1.7180624645694031,AB3C4D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.485082097388844,GGA,Ho-Nd-O-Zr,0.020196707102265003,-3.795410299829559,3.2386,4,Trigonal,-3m,R-3m,oxide,None,None,Zr,None,None,None,"H, N, O",None,None,"Nd, Ho",None,"B $\in$ [0.5, 1]",Positive B
mp-1220792,NaHoTi2O6,0.741221361961343,1.763492475132407,Square-face bicapped trigonal prism,1,2a,1,[2.528242088051503],0.0,2.528242088051503,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.4154960207288187,GGA,Ho-Na-O-Ti,0.011004992000044001,-3.441307371304597,2.3878,4,Orthorhombic,mm2,Pmn2_1,oxide,Na,None,Ti,None,None,None,"H, N, O",None,None,Ho,None,B > 1,Positive B
mp-1220804,NaHoIrO4,1.6694707564528557,0.7557051687004412,"Square-face capped trigonal prism, Tricapped triangular prism (three square-face caps)",2,"1b, 2e",2,"[0.8264457027422331, 0.6319628399403371]",0.0,0.7292042713412851,ABCD4,2,2,1,"[7.0, 9.0]","[7.0, 9.0]",8.0,7.0,9.0,8.0,7.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",2.445166115412881,GGA,Ho-Ir-Na-O,0.037873147366069004,-2.331923119482757,0.0,4,Orthorhombic,mm2,Amm2,oxide,Na,None,Ir,None,None,None,"H, N, O",I,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-1220852,NaHo9(Si3O13)2,2.0406656139029584,0.4032502823374397,"Pentagonal bipyramid, Tricapped triangular prism (three square-face caps)",2,"3d, 1a, 1c",3,"[2.4105379031801393, 2.111685694563061, 3.107125677494913, 3.072050309385312, 3.219536764966379]",0.0,2.78418726991796,AB6C9D26,2,3,1,"[6.0, 7.0, 9.0]","[6.0, 7.0, 9.0]",7.333333333333333,6.0,9.0,7.333333333333333,6.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",2.4111595582030643,GGA,Ho-Na-O-Si,0.0,-3.6903508144376023,4.3796,4,Trigonal,3,P3,oxide,Na,None,None,None,None,Si,"H, N, O, S",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1221253,Na3HoTi2Nb2O12,0.23269776137109272,2.2108213215757906,Square-face bicapped trigonal prism,1,1a,1,[2.420356644960219],0.0,2.420356644960219,AB2C2D3E12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.4017349065439424,GGA,Ho-Na-Nb-O-Ti,0.014679492499984001,-3.13412052929023,2.6149,5,Triclinic,1,P1,oxide,Na,None,"Ti, Nb",None,None,None,"H, N, O",None,None,Ho,None,B > 1,Positive B
mp-1222932,Li7Ho3(MoO4)8,2.2288199411503316,0.14742934750888403,Dodecahedron with triangular faces - p2345 plane normalized,1,1a,1,"[2.217930353989301, 2.2426270671976942, 2.267939312455507]",0.0,2.242832244547501,A3B7C8D32,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.375569000026314,GGA_U,Ho-Li-Mo-O,0.030796915549981003,-2.437884138966666,3.3789,4,Triclinic,1,P1,oxide,Li,None,Mo,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1222979,LaHoSi2O7,1.470833602425405,1.029399775447471,Cube,1,4e,1,[3.401978418935253],0.0,3.401978418935253,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.4355995544712683,GGA,Ho-La-O-Si,0.0,-3.674736055681818,4.9618,4,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,Si,"H, O, S",None,None,"La, Ho",None,B > 1,Positive B
mp-1223035,LaHo3Mn8O20,2.4782156042243892,-0.08083682185829999,Square-face bicapped trigonal prism,1,1a,1,"[2.714099942252058, 2.161692091996194, 2.688808357905938]",0.0,2.5215334640513967,AB3C8D20,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.402596650449162,GGA_U,Ho-La-Mn-O,0.024037786407552,-2.645414703232758,1.2373,4,Monoclinic,m,Pm,oxide,None,None,Mn,None,None,None,"H, O",None,None,"La, Ho",None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-12237,HoP5O14,2.2211943016739815,0.10495366090955334,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",2,2e,1,"[0.678691888688936, 0.9206741022655841]",0.0,0.7996829954772601,AB5C14,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",2.32490863218793,r2SCAN,Ho-O-P,0.0,-2.831336060660713,5.436,3,Monoclinic,2/m,C2/c,oxide,None,None,None,None,None,None,"H, O, P",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1223897,Ho8Sb3O8,2.0888240035568963,0.2496133716360185,"See-saw, Square non-coplanar",2,2c,1,"[1.92452306880767, 0.5907874491543871, 0.83229616007813, 0.688662266987425]",0.0,1.009067236256903,A3B8C8,2,3,1,"[3.0, 4.0, 4.0]","[3.0, 4.0, 4.0]",3.6666666666666665,3.0,4.0,3.6666666666666665,3.0,4.0,3.0,3.0,3.0,2.6666666666666665,2,3,O2-,"Lanthanides, Metalloids, Nonmetals",2.2285244675978735,r2SCAN,Ho-O-Sb,0.0060119914473790005,-3.165690938947365,0.0,3,Monoclinic,2,C2,oxide,None,None,None,None,None,Sb,"H, O, S",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1224038,Ho2MnRuO7,2.06874525366516,0.3066962023839883,Cube,1,"2b, 2c",2,"[1.538159374012396, 1.6977334091167462]",0.0,1.617946391564571,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.390448462946819,GGA_U,Ho-Mn-O-Ru,0.010682156534089,-2.753822777084639,0.0,4,Orthorhombic,mmm,Imma,oxide,None,None,"Mn, Ru",None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1224122,Ho4Zr3O12,2.0471712039174563,0.33157882646822123,Square-face capped trigonal prism,1,2i,1,"[3.985405564769759, 4.063135890575458]",0.0,4.024270727672608,A3B4C12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.312971048196682,r2SCAN,Ho-O-Zr,0.0,-3.905770421842105,4.132,3,Triclinic,-1,P-1,oxide,None,None,Zr,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1224132,Ho2Mn3Sb3O14,2.1118900353819634,0.2931722822754824,Cube,1,"1c, 1a",2,"[2.2943812289539283, 1.723806442783462]",0.0,2.009093835868695,A2B3C3D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.430329235918515,GGA_U,Ho-Mn-O-Sb,0.024695426931818,-2.456394734717868,1.020299999999999,4,Monoclinic,2/m,C2/m,oxide,None,None,Mn,None,None,Sb,"H, O, S",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1224153,HoNO4,2.0118509961363578,0.41608708119132426,Cube,1,2c,1,[1.1398965465697741],0.0,1.1398965465697741,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",2.4105569425368114,GGA,Ho-N-O,0.020934563124998,-2.147189518333332,2.7456,3,Orthorhombic,mm2,Aem2,oxide,None,None,None,None,None,None,"H, N, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1224186,Ho2VFeO6,0.8937673962763801,1.70733195796175,Square-face bicapped trigonal prism,1,4e,1,[1.6325473159822699],0.0,1.6325473159822699,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",2.425830139987944,GGA_U,Fe-Ho-O-V,0.023589320312506,-3.0676644085,0.0,4,Monoclinic,2/m,P2_1/c,oxide,None,None,"V, Fe",None,None,None,"H, O",F,None,Ho,None,B > 1,Positive B
mp-1224209,HoTaTiO6,2.17310826466396,0.2939396355730928,Square antiprism,1,4e,1,[1.8237984430580112],0.0,1.8237984430580112,ABCD6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.386739793840943,GGA,Ho-O-Ta-Ti,0.002709581388867,-3.496445497388893,3.334,4,Monoclinic,2/m,P2_1/c,oxide,None,None,"Ti, Ta",None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1224234,Ho2Mn(GeO3)4,2.003783053516184,0.3816476115138158,"Square antiprism, Octahedron",2,"2f, 2b",2,"[1.178272834189826, 0.024978171258642]",0.0,0.6016255027242341,AB2C4D12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.334221731983302,GGA_U,Ge-Ho-Mn-O,0.022398080526312,-2.66811549699637,2.0636,4,Orthorhombic,mmm,Cmme,oxide,None,None,Mn,None,None,Ge,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1224662,Ho5Cu(WO4)8,2.3192052877674705,0.006223954125111846,"Square-face capped trigonal prism, Octahedron",2,"1b, 2c",2,"[2.317627557630644, 2.235809774770995, 1.561951480616155]",0.0,2.0384629376725982,AB5C8D32,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3246861616140198,GGA_U,Cu-Ho-O-W,0.017947988301637,-2.673524001413042,0.8681000000000001,4,Monoclinic,2,C2,oxide,None,None,"Cu, W",None,None,None,"H, C, O",None,None,Ho,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1227515,CaHo2(GeO3)4,1.9838053788369296,0.4097614609790308,"Square antiprism, Octahedron",2,"2f, 2b",2,"[1.013645008349892, 0.08420940048586001]",0.0,0.548927204417876,AB2C4D12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.3397474324848275,GGA,Ca-Ge-Ho-O,0.018543969561405003,-2.8335746518421043,3.19,4,Orthorhombic,mmm,Cmme,oxide,None,Ca,None,None,None,Ge,"H, C, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1227572,Ca2HoMn4BiO12,1.7023364667440248,0.726196428355907,Square-face bicapped trigonal prism,1,1a,1,[2.381277751029238],0.0,2.381277751029238,ABC2D4E12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.4236017079232055,GGA_U,Bi-Ca-Ho-Mn-O,0.027551562124994003,-2.476970103336207,0.0,5,Monoclinic,m,Pm,oxide,None,Ca,Mn,None,Bi,B,"H, C, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-1227754,Ca3HoMn4O12,1.4312130792862017,0.9869588180788404,Square-face bicapped trigonal prism,1,1b,1,[2.432362873339371],0.0,2.432362873339371,AB3C4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.4016983788585375,GGA_U,Ca-Ho-Mn-O,0.015405806000011001,-2.653353716836207,0.0,4,Monoclinic,m,Pm,oxide,None,Ca,Mn,None,None,None,"H, C, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-1227762,Ca2HoMn3O9,1.8396215342762336,0.6054837565173999,Square-face bicapped trigonal prism,1,2i,1,"[2.461485062713925, 2.394750943719338]",0.0,2.4281180032166314,AB2C3D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.4104914068246863,GGA_U,Ca-Ho-Mn-O,0.015017600388901,-2.698157427419539,0.0,4,Triclinic,-1,P-1,oxide,None,Ca,Mn,None,None,None,"H, C, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-1228250,Ba3Ho2MoO9,1.4792011391898696,1.1148555337426136,Octahedron,1,4f,1,[0.13467721222705],0.0,0.13467721222705,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.25714951102963,GGA_U,Ba-Ho-Mo-O,0.0,-3.211279244666666,2.1402,4,Monoclinic,2/m,C2/c,oxide,None,Ba,Mo,None,None,B,"H, O",None,None,Ho,None,B > 1,Positive B
mp-1228344,Ba6Ho2Al2Rh2O15,2.759325979462087,-0.7464647094991574,Octahedron,1,2c,1,[0.34561149387140605],0.0,0.34561149387140605,A2B2C2D6E15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.2359457907872797,GGA,Al-Ba-Ho-O-Rh,0.025456861222211,-2.937138739074074,0.0,5,Orthorhombic,mm2,Amm2,oxide,None,Ba,Rh,None,Al,B,"H, O",None,None,Ho,None,"B $\in$ [-1, -0.1]",Negative B
mp-1228398,Ba3HoIrRuO9,1.7450193834491845,0.6752615356596767,Octahedron,1,2a,1,[0.0036893993310830003],0.0,0.0036893993310830003,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.2134154098374763,GGA,Ba-Ho-Ir-O-Ru,0.0,-2.594449324666667,0.0,5,Hexagonal,6mm,P6_3mc,oxide,None,Ba,"Ru, Ir",None,None,B,"H, O",I,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-1229045,Ba10Ho5(Cu5O11)3,2.2287541197502376,0.18899705442814824,Cube,1,"2i, 1c",2,"[0.047599810276936, 0.045937409652205004, 0.042733718387604]",0.0,0.045423646105581666,A5B10C15D33,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.4134998377346193,GGA,Ba-Cu-Ho-O,0.029619861956344,-2.206998949047619,0.0,4,Triclinic,-1,P-1,oxide,None,Ba,Cu,None,None,B,"H, C, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-12645,LiHoO2,2.0197182822317656,0.3953799977549239,Octahedron,1,4e,1,[2.614517498986862],0.0,2.614517498986862,ABC2,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.2612737580539286,r2SCAN,Ho-Li-O,0.0,-3.299361123333331,4.385099999999999,3,Monoclinic,2/m,P2_1/c,oxide,Li,None,None,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-14155,HoP5O14,2.381100302145291,-0.01330531104327178,Square-face bicapped trigonal prism,1,4c,1,[0.9582770489908401],0.0,0.9582770489908401,AB5C14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",2.3425932429471334,SCAN,Ho-O-P,0.008695352000001001,-2.822640708660712,5.6813,3,Orthorhombic,mmm,Pnma,oxide,None,None,None,None,None,None,"H, O, P",None,None,Ho,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-14323,Ba3Ho4O9,2.4188220662234965,-0.21391351816682097,"Trigonal prism, Octahedron",2,1a,1,"[0.39809286842156005, 0.333885269961663, 0.49406330314895003, 0.44813641101570506]",0.0,0.4185444631369696,A3B4C9,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.26903783167184,r2SCAN,Ba-Ho-O,0.006856881875002,-3.5788942990624992,3.2565,3,Trigonal,3,R3,oxide,None,Ba,None,None,None,B,"H, O",None,None,Ho,None,"B $\in$ [-1, -0.1]",Negative B
mp-14384,Ba3Ho(BO3)3,2.0289053867281535,0.3221579289654038,Octahedron,1,"4b, 2a",2,"[0.242338650649524, 0.271343026754217]",0.0,0.2568408387018705,AB3C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.252529956434143,GGA,B-Ba-Ho-O,0.0,-3.305286329843749,3.822199999999999,4,Hexagonal,6mm,P6_3cm,orthoborate,None,Ba,None,None,None,B,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-16056,Ho2Cu(GeO3)4,1.9497750585341591,0.45267890380020115,Pentagonal bipyramid,1,2i,1,[3.714063199717286],0.0,3.714063199717286,AB2C4D12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.333942091398668,GGA,Cu-Ge-Ho-O,0.043396292894735004,-2.5248090205263143,0.7174,4,Triclinic,-1,P-1,oxide,None,None,Cu,None,None,Ge,"H, C, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-16165,Ho3Si3O10F,1.743748858431578,0.7520411564290058,"Pentagonal bipyramid, Square-face capped trigonal prism",2,4e,1,"[3.840394546996727, 1.175042491638754, 4.693687601329318]",0.0,3.2363748799882663,AB3C3D10,2,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",2.3470198263041726,GGA,F-Ho-O-Si,0.0,-3.722353647647058,5.2841000000000005,4,Monoclinic,2/m,P2_1/c,fluoride,None,None,None,None,None,Si,"H, O, S",F,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-16779,Ho2Ni(B2O5)2,2.112615774469238,0.2603240009694748,Square antiprism,1,4e,1,[1.206302490845056],0.0,1.206302490845056,AB2C4D10,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.377306022421998,GGA_U,B-Ho-Ni-O,0.0,-3.085675563627449,3.531799999999999,4,Monoclinic,2/m,P2_1/c,diborate,None,None,Ni,None,None,B,"H, N, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-16809,Ho2Si2O7,2.000277253063216,0.3868271947650958,"Square-face bicapped trigonal prism, Square-face capped trigonal prism, Octahedron",3,2i,1,"[2.6291802283183303, 3.127030467764453, 1.988826052910242, 2.401562709935132]",0.0,2.5366498647320395,A2B2C7,3,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.3478571161404376,SCAN,Ho-O-Si,0.012073345000011,-3.524932149318182,4.9477,3,Triclinic,-1,P-1,oxide,None,None,None,None,None,Si,"H, O, S",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-16811,Ho2MoO6,2.1828244879886496,0.21032260216518428,"Cube, Square antiprism",2,"4f, 2e",2,"[3.600409747543522, 2.9172533068066313, 1.61891849908815]",0.0,2.712193851146101,AB2C6,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.377927334153194,r2SCAN,Ho-Mo-O,0.0,-3.191563560833332,2.1491,3,Monoclinic,2/m,C2/c,oxide,None,None,Mo,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-17065,Ho2SiO5,1.8374300302107804,0.6361659235015191,"Face-capped octahedron, Dodecahedron with triangular faces - p2345 plane normalized",2,4e,1,"[3.549132677486363, 3.464541922896011]",0.0,3.506837300191187,AB2C5,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.36143204120066,r2SCAN,Ho-O-Si,0.0,-3.693315618749999,4.702,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,Si,"H, O, S",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-17170,HoCu(WO4)2,2.2906382101613083,-0.020984011134402146,Octahedron,1,2e,1,[0.954287451456974],0.0,0.954287451456974,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.2749736345837697,GGA_U,Cu-Ho-O-W,0.038001938489591006,-2.382025211666665,1.1338,4,Monoclinic,2/m,P2/c,oxide,None,None,"Cu, W",None,None,None,"H, C, O",None,None,Ho,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-17339,Ba5Ho8Mn4O21,2.9341965572844355,-0.6369556253463962,Square-face capped trigonal prism,1,4h,1,"[1.637131996368577, 2.453081507389557]",0.0,2.045106751879067,A4B5C8D21,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.361822193929537,GGA_U,Ba-Ho-Mn-O,0.011175611348685001,-3.287884899124318,2.0623,4,Tetragonal,4/m,I4/m,oxide,None,Ba,Mn,None,None,B,"H, O",None,None,Ho,None,"B $\in$ [-1, -0.1]",Negative B
mp-17703,BaHoCo4O7,2.361575969338796,-0.13672163793044373,no_data,1,no_data,1,no_data,0.0,no_data,ABC4D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.26576367032093,GGA_U,Ba-Co-Ho-O,0.032828801971152004,-2.053564298461538,0.0,4,Hexagonal,6mm,P6_3mc,oxide,None,Ba,Co,None,None,B,"H, C, O",None,None,Ho,None,"B $\in$ [-1, -0.1]",Negative B
mp-17714,Ho4(B2O5)3,1.830891216055352,0.6236034161003249,Square-face bicapped trigonal prism,1,4f,1,"[3.670902987635665, 4.239494123539499]",0.0,3.9551985555875824,A4B6C15,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.4251660479682684,GGA,B-Ho-O,0.038471363949998005,-3.374814772999999,5.578699999999999,3,Monoclinic,2/m,C2/c,diborate,None,None,None,None,None,B,"H, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-17878,BaHo2CuO5,1.6288948488567574,0.8489652603945614,Square-face capped trigonal prism,1,4c,1,"[2.102654277471276, 1.924825603917554]",0.0,2.013739940694415,ABC2D5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.3359579638847947,GGA,Ba-Cu-Ho-O,0.029531702916668002,-3.093318911388888,0.0,4,Orthorhombic,mmm,Pnma,oxide,None,Ba,Cu,None,None,B,"H, C, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-18259,Ho2Cu(B2O5)2,2.0456936492984705,0.33688224198180605,Square antiprism,1,4e,1,[1.501052816096776],0.0,1.501052816096776,AB2C4D10,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.38915006447309,GGA,B-Cu-Ho-O,0.015123113750009002,-3.022947714509802,0.6646000000000001,4,Monoclinic,2/m,P2_1/c,diborate,None,None,Cu,None,None,B,"H, C, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
