material_id,chem_formula,R$_0$,B,Al_chemenv,num_Al_chemenvs,Al_wyckoff,num_Al_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Al_sites,num_CN_env,num_charge_states,mean_coordn_Al-X,min_coordn_Al-X,max_coordn_Al-X,mean_coordn_Al-O,min_coordn_Al-O,max_coordn_Al-O,mean_Al_charge,min_Al_charge,max_Al_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_AlO_BondL,AlX_coordn,AlO_coordn
mp-14388,Ho3Al5O12,1.670371452986135,0.3879744235691941,"Octahedron, Tetrahedron",2,"8a, 12d",2,"[0.6978601838725546, 0.1846015314020941]",0.0,0.44123085763732434,A3B5C12,2,2,1,5.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-Ho-O,0.0,-3.700835045999999,4.6662,3,Cubic,m-3m,Ia-3d,oxide,,,,,Al,,"H, O",,,Ho,,"B $\in$ [0.1, 0.5]",Positive B,1.860640364022836,"[4.0, 6.0]","[4.0, 6.0]"
mp-14395,NaAlAsO4F,1.8582573124912112,0.0754856444547297,Octahedron,1,2a,1,[0.05690485641132008],0.0,0.05690485641132008,ABCDE4,1,1,1,6.0,6.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-As-F-Na-O,0.0,-2.604957051422414,3.4772,5,Monoclinic,2/m,C2/c,fluoride,Na,,,,Al,As,"N, O",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9072957413113285,[6.0],[4.0]
mp-14511,NaAlGeO4,1.7701454519664843,0.0107820626063115,Tetrahedron,1,4e,1,"[0.04769499641662331, 0.05153696647840901, 0.079811234183079]",0.0,0.05968106569270378,ABCD4,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ge-Na-O,0.0,-2.6373897829351387,3.6452,4,Monoclinic,2/m,P2_1/c,oxide,Na,,,,Al,Ge,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7732564855710908,[4.0],[4.0]
mp-14600,CaAl2O4,1.744819356033269,0.1096675869695358,Tetrahedron,1,4e,1,"[0.265824683383736, 0.15551731826226883, 0.5529549131432524, 0.34813840977769017]",0.0,0.3306088311417369,AB2C4,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",GGA,Al-Ca-O,0.0022870757141832,-3.450410791428571,4.3909,3,Monoclinic,2/m,P2_1/c,oxide,,Ca,,,Al,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7765672330637616,[4.0],[4.0]
mp-14951,Rb3AlO3,0.3046612216300953,5.184091449819777,Tetrahedron,1,2i,1,[1.1361832003245418],0.0,1.1361832003245418,AB3C3,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",R2SCAN,Al-O-Rb,0.0,-2.191114209999998,2.6514,3,Monoclinic,2/m,C2/m,oxide,Rb,,,,Al,,O,,,,,B > 1,Positive B,1.7955736158548807,[4.0],[4.0]
mp-15397,Ti7Al2O15,1.7590365838668038,0.0514745379581557,Tetrahedron,1,2i,1,[0.21370101742866232],0.0,0.21370101742866232,A2B7C15,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",R2SCAN,Al-O-Ti,0.0125022290624912,-3.3919361227430564,0.0,3,Monoclinic,2/m,C2/m,oxide,,,Ti,,Al,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.769409679521276,[4.0],[4.0]
mp-15733,CaTaAlO5,1.732598190161274,0.0764721665799581,Tetrahedron,1,2e,1,[0.30390561797214016],0.0,0.30390561797214016,ABCD5,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",SCAN,Al-Ca-O-Ta,0.0,-3.4813933537291666,3.9007,4,Monoclinic,2/m,C2/c,oxide,,Ca,Ta,,Al,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7547190567958824,[4.0],[4.0]
mp-1581389,AlCr(WO4)2,1.9615029495822711,-0.0258393319997971,Octahedron,1,1a,1,"[0.3393797178981655, 0.31993686705116847]",0.0,0.329658292474667,ABC2D8,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Cr-O-W,0.0460198233333333,-2.432967115833333,1.8873000000000009,4,Triclinic,-1,P-1,oxide,,,"Cr, W",,Al,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.942289418571116,[6.0],[6.0]
mp-15939,SrAl2B2O7,1.690427179480065,0.2496642590766988,Tetrahedron,1,2c,1,[0.23665053540785114],0.0,0.23665053540785114,AB2C2D7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-B-O-Sr,0.0009614279166623,-3.260901721736111,4.6521,4,Trigonal,32,R32,oxide,,Sr,,,Al,B,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7663510288252848,[4.0],[4.0]
mp-16777,NaAlP2O7,1.308365621096242,0.8825751085335984,Octahedron,1,4e,1,[0.22083808236027136],0.0,0.22083808236027136,ABC2D7,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,Al-Na-O-P,0.0091053435606101,-2.8964188259695463,5.2801,4,Monoclinic,2/m,P2_1/c,oxide,Na,,,,Al,,"N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.9206415666465075,[6.0],[6.0]
mp-16934,BaLaAlO4,1.7468882230086993,0.1250962997358417,Tetrahedron,1,4a,1,[0.616451346211571],0.0,0.616451346211571,ABCD4,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ba-La-O,0.0108786846130914,-3.5145395196428573,4.4355,4,Orthorhombic,222,P2_12_12_1,oxide,,Ba,,,Al,B,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.7830618327935537,[4.0],[4.0]
mp-16947,LiAlGeO4,1.6703305832996378,0.3664588467820627,Tetrahedron,1,6f,1,[0.10122894419172088],0.0,0.10122894419172088,ABCD4,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ge-Li-O,0.0265510497619034,-2.6849093014285703,3.1826,4,Trigonal,-3,R-3,oxide,Li,,,,Al,Ge,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7753676400290497,[4.0],[4.0]
mp-17031,KAlP2O7,1.7919171139799548,0.1738786864272313,Octahedron,1,4e,1,[0.15812489706043853],0.0,0.15812489706043853,ABC2D7,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,Al-K-O-P,0.0,-2.932273711957791,5.2967,4,Monoclinic,2/m,P2_1/c,oxide,K,,,,Al,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9125673240607608,[6.0],[6.0]
mp-17313,Mg3BeAl8O16,1.7189610693894448,0.3061154684087015,"Octahedron, Tetrahedron",2,"2b, 6c",2,"[0.5670997890681884, 0.5136649109984066, 0.0005157577550607957, 0.8020279183557857]",0.0,0.47082709404436035,AB3C8D16,2,2,1,5.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Be-Mg-O,0.0,-3.3663146269642854,5.1747,4,Hexagonal,6mm,P6_3mc,oxide,,"Be, Mg",,,Al,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9203302960688933,"[4.0, 6.0]","[4.0, 6.0]"
mp-17477,AlFePO5,1.7281423774847071,0.1296160570446226,Tetrahedron,1,4e,1,[0.058729693283573595],0.0,0.058729693283573595,ABCD5,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Fe-O-P,0.0,-2.7479964680803564,3.5128,4,Monoclinic,2/m,P2_1/c,oxide,,,Fe,,Al,,"O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7641189369574182,[4.0],[4.0]
mp-17694,Ca5Al6O14,1.7344774193232304,0.1606919410541614,Tetrahedron,1,"4b, 2a",2,"[0.1990262572522792, 0.5818841390696777, 0.06630264753396005, 0.29163253096076]",0.0,0.28471139370416926,A5B6C14,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",GGA,Al-Ca-O,0.0033982110572052,-3.4386859655999995,4.226,3,Orthorhombic,mm2,Cmc2_1,oxide,,Ca,,,Al,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.782869530687557,[4.0],[4.0]
mp-17979,BaAl2(SiO4)2,1.6936126100420643,0.1615066393454005,Tetrahedron,1,4f,1,"[0.4205966534167151, 0.31183821562407704]",0.0,0.36621743452039607,AB2C2D8,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",SCAN,Al-Ba-O-Si,0.0020414017307697,-3.4496113298076923,4.7813,4,Monoclinic,2/m,C2/c,silicate,,Ba,,,Al,"B, Si","O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7401314454813612,[4.0],[4.0]
mp-18401,NaAl6Fe3Si6B3O30F,1.814887473492761,0.1974030964085867,Octahedron,1,6c,1,[1.2441745476582942],0.0,1.2441745476582942,ABC3D3E6F6G30,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-B-F-Fe-Na-O-Si,0.0211707485047885,-3.0004174057275868,2.5556,7,Trigonal,3m,R3m,fluoride,Na,,Fe,,Al,"B, Si","N, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9340630970478567,[6.0],[6.0]
mp-18827,AlVO4,1.792132337108055,0.1349536358524094,"Octahedron, Trigonal bipyramid",2,2i,1,"[0.554341523447835, 0.8715525576108641, 0.9663789541114943]",0.0,0.7974243450567312,ABC4,2,2,1,5.5,5.0,6.0,5.5,5.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",R2SCAN,Al-O-V,0.0,-2.7939527711111105,2.8012,3,Triclinic,-1,P-1,oxide,,,V,,Al,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.878866196585568,"[5.0, 6.0]","[5.0, 6.0]"
mp-19209,LiAl(MoO4)2,1.956490105691849,-0.0481584685719734,Octahedron,1,2i,1,[1.078998886895513],0.0,1.078998886895513,ABC2D8,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Li-Mo-O,0.0144723034375013,-2.348460675694445,3.6252,4,Triclinic,-1,P-1,oxide,Li,,Mo,,Al,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9162558131863527,[6.0],[6.0]
mp-19477,Mn2Al4Si5O18,1.691854955223009,0.2479253591804143,Tetrahedron,1,"4l, 4k",2,"[0.0910264678770246, 1.2689730282134561]",0.0,0.6799997480452403,A2B4C5D18,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Mn-O-Si,0.0,-3.1763175296848982,3.6814,4,Orthorhombic,mmm,Cccm,oxide,,,Mn,,Al,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7647756185282717,[4.0],[4.0]
mp-21216,AlFeO3,1.680570019129484,0.4074604950640711,"Octahedron, Tetrahedron",2,4a,1,"[0.4344848149963042, 0.15818829501502635]",0.0,0.29633655500566525,ABC3,2,2,1,5.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Fe-O,0.0439558350000135,-2.520283715,1.6518000000000006,3,Orthorhombic,mm2,Pna2_1,oxide,,,Fe,,Al,,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.8835767374212216,"[4.0, 6.0]","[4.0, 6.0]"
mp-21742,Ba5AlIr2O11,1.7299046978437116,0.1290354679660522,Tetrahedron,1,4c,1,[0.08081149018423119],0.0,0.08081149018423119,AB2C5D11,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Ba-Ir-O,0.0,-2.551013998289473,0.0,4,Orthorhombic,mmm,Pnma,oxide,,Ba,Ir,,Al,B,O,I,,,,"B $\in$ [0.1, 0.5]",Positive B,1.7677464270110268,[4.0],[4.0]
mp-21892,Al2PbO4,1.7466163760213944,0.0404765262452125,Tetrahedron,1,4c,1,[0.19949644526341642],0.0,0.19949644526341642,AB2C4,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",R2SCAN,Al-O-Pb,0.0,-2.891324894285714,3.9425,3,Orthorhombic,mm2,Ama2,oxide,,,,,"Al, Pb",,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.7573194883251269,[4.0],[4.0]
mp-2254,Al2O3,1.6336142546495167,0.4264086635174022,"Octahedron, Tetrahedron",2,4a,1,"[0.24076293261823728, 0.507969898455806, 0.7447442234406003, 0.7435901655835967]",0.0,0.55926680502456,A2B3,2,2,1,5.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",R2SCAN,Al-O,0.0208254587499991,-3.403143918750001,4.8274,2,Orthorhombic,mm2,Pna2_1,oxide,,,,,Al,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.8997280796095544,"[4.0, 6.0]","[4.0, 6.0]"
mp-23426,Al4Bi2O9,1.715290524378594,0.2536888278625125,"Octahedron, Tetrahedron",2,"4h, 4f",2,"[0.07422174091344032, 0.4199289250180495]",0.0,0.2470753329657449,A2B4C9,2,2,1,5.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",R2SCAN,Al-Bi-O,0.0,-2.8619097875000006,2.8002,3,Orthorhombic,mmm,Pbam,oxide,,,,,"Al, Bi",B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.8533947226899536,"[4.0, 6.0]","[4.0, 6.0]"
mp-23915,Ca2Al3Si3HO13,1.6788903627656993,0.3500422281253749,Octahedron,1,"8d, 4c",2,"[0.8560597601336719, 0.37909300067941554]",0.0,0.6175763804065437,AB2C3D3E13,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ca-H-O-Si,0.0177687467803036,-3.2703711677840914,5.036199999999999,5,Orthorhombic,mmm,Pnma,oxide,,Ca,,,Al,Si,"H, C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9283416925922363,[6.0],[6.0]
mp-23995,Al2P3(HO3)3,1.6465611996583869,0.3755302407816944,Octahedron,1,4f,1,[0.6361033852613059],0.0,0.6361033852613059,A2B3C3D9,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",GGA,Al-H-O-P,0.0,-2.4466689364810925,6.2699,4,Hexagonal,6/m,P6_3/m,oxide,,,,,Al,,"H, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9145229962776429,[6.0],[6.0]
mp-24045,AlP(H2O3)2,1.9000079514462085,0.0220475670082075,Octahedron,1,8c,1,[0.2063063862137269],0.0,0.2063063862137269,ABC4D6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",GGA,Al-H-O-P,0.0270696948611268,-2.174366544553571,5.4239,4,Orthorhombic,mmm,Pbca,oxide,,,,,Al,,"H, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.915863145470165,[6.0],[6.0]
mp-24104,LiAlSi2H2O7,1.72355944494658,0.1302660598490775,Tetrahedron,1,1a,1,"[0.030062010343751156, 0.021555557869059664]",0.0,0.02580878410640541,ABC2D2E7,1,1,1,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-H-Li-O-Si,0.0082022977564077,-2.768855990641025,4.858,5,Triclinic,1,P1,oxide,Li,,,,Al,Si,"H, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.762158839077288,[4.0],[4.0]
mp-24392,Ca2Al2FeSi4BHO16,1.906548588564592,0.0216903465035065,Octahedron,1,2i,1,"[0.3728456564515186, 0.39399236439034535]",0.0,0.38341901042093196,ABCD2E2F4G16,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-B-Ca-Fe-H-O-Si,0.0029762081481532,-3.102536779089505,3.9301,7,Triclinic,-1,P-1,oxide,,Ca,Fe,,Al,"B, Si","H, C, O, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.922894491238603,[6.0],[6.0]
mp-24402,CaAlSiHO5,1.4072380212391544,0.7822057070228624,Octahedron,1,4a,1,[0.4899470972300584],0.0,0.4899470972300584,ABCDE5,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ca-H-O-Si,0.0086259318518511,-3.083599603194445,5.2447,5,Orthorhombic,222,P2_12_12_1,oxide,,Ca,,,Al,Si,"H, C, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.9390955716016645,[6.0],[6.0]
mp-24469,CaAl4Si2(HO6)2,1.6629183137195809,0.3790576860741679,"Octahedron, Tetrahedron",2,2a,1,"[0.06634755965374, 1.3296766689365342, 1.5499599850396004, 0.07767011301677237]",0.0,0.7559135816616618,AB2C2D4E12,2,2,1,5.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ca-H-O-Si,0.0117035676190635,-3.1175555796428567,4.5346,5,Monoclinic,m,Cc,oxide,,Ca,,,Al,Si,"H, C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.865856623843072,"[4.0, 6.0]","[4.0, 6.0]"
mp-24505,MgAl2P2(HO)18,1.862546580487032,0.0926177515076994,Octahedron,1,"1f, 1h",2,"[0.01992160467204558, 0.21787854881583402]",0.0,0.11890007674393979,AB2C2D18E18,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",GGA,Al-H-Mg-O-P,0.0214023387262871,-1.8943617195557487,5.0097000000000005,5,Triclinic,-1,P-1,oxide,,Mg,,,Al,,"H, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9275594813370187,[6.0],[6.0]
mp-24603,CaAl2Si2(H2O5)2,1.9372882641156288,-0.0061723826189526,Octahedron,1,4a,1,"[0.529934508058611, 0.7084579863870996]",0.0,0.6191962472228553,AB2C2D4E10,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ca-H-O-Si,0.0200644571052919,-2.726275586578947,5.0625,5,Orthorhombic,mm2,Pna2_1,oxide,,Ca,,,Al,Si,"H, C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9363494710098983,[6.0],[6.0]
mp-24646,NaAlBP2H3O10,1.8794851871143805,0.0615894275748838,Octahedron,1,2d,1,[0.03770085354048392],0.0,0.03770085354048392,ABCD2E3F10,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-B-H-Na-O-P,0.0058878767997754,-2.492725694921204,5.7883,6,Monoclinic,2/m,C2/c,oxide,Na,,,,Al,B,"H, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9244432104812912,[6.0],[6.0]
mp-24802,Sr2Al3Si3HO13,1.6739430000679842,0.3758686546696394,Octahedron,1,"8d, 4c",2,"[0.41306010849594865, 0.8711543708301269]",0.0,0.6421072396630378,AB2C3D3E13,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-H-O-Si-Sr,0.0269543234659002,-3.269820138238637,4.9047,5,Orthorhombic,mmm,Pnma,oxide,,Sr,,,Al,Si,"H, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9411669147480333,[6.0],[6.0]
mp-2647039,KLaTaAlO6,1.913426618379495,0.0662435953243337,Octahedron,1,1a,1,[0.20666904691136012],0.0,0.20666904691136012,ABCDE6,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-K-La-O-Ta,0.0476200444999932,-3.346825535458332,1.7024,5,Tetragonal,4mm,P4mm,oxide,K,,Ta,,Al,,O,,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.97720321635311,[6.0],[6.0]
mp-2712533,Na3Mg2Al2PS5O24,1.6106576491450688,0.4441168642724736,Octahedron,1,1a,1,"[0.4251427927316015, 0.5595995668017224, 0.30166266203198405, 0.25941290631192354, 0.2681741563755341, 0.2090842694542737]",0.0,0.33717939228450655,AB2C2D3E5F24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",GGA,Al-Mg-Na-O-P-S,0.0266191992342106,-2.4249045044490303,4.9058,6,Triclinic,1,P1,oxide,Na,Mg,,,Al,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9226826116102853,[6.0],[6.0]
mp-2712536,Na2TaAl3P4(SO12)2,1.6440398653066002,0.3895766247516484,Octahedron,1,1a,1,"[0.2814718849138925, 0.20277926916225875, 0.30871900615221953, 0.13073977663511435, 0.14205633034512236, 0.2545790527741194, 0.1549139365717332, 0.22323668268222693, 0.16271609112978647]",0.0,0.20680133670738593,AB2C2D3E4F24,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Na-O-P-S-Ta,0.0338209253009269,-2.759616023898056,2.8831,6,Triclinic,1,P1,oxide,Na,,Ta,,Al,,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9216716849565187,[6.0],[6.0]
mp-2712599,Na2TaAlSi(PO6)2,1.6599711380934967,0.399818019331367,Octahedron,1,2a,1,"[0.2983471019190917, 0.20387128291325907, 0.210818675986744]",0.0,0.23767902027303156,ABCD2E2F12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Na-O-P-Si-Ta,0.0451145659707563,-2.970690954353211,3.2444,6,Monoclinic,m,Cc,oxide,Na,,Ta,,Al,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.942227272222509,[6.0],[6.0]
mp-2712615,NaAlSnP2SO12,1.6172822617973002,0.4705935346227805,Octahedron,1,6a,1,[0.3298475437643781],0.0,0.3298475437643781,ABCDE2F12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,Al-Na-O-P-S-Sn,0.0359613737499904,-2.515461880823983,3.3598,6,Monoclinic,m,Cc,oxide,Na,,,,"Al, Sn",,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.953482776230177,[6.0],[6.0]
mp-2712618,NaAlGeP2SO12,1.664762977703886,0.3232850922505866,Octahedron,1,6a,1,[0.18628106811812142],0.0,0.18628106811812142,ABCDE2F12,1,1,1,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Ge-Na-O-P-S,0.0400893857870352,-2.496521334712872,2.7221,6,Monoclinic,m,Cc,oxide,Na,,,,Al,Ge,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.8957212142273192,[6.0],[6.0]
